Brand,Model,Insurance Validity,Fuel Type,Seats,Kms Driven (in kms),RTO,Ownership,Engine Displacement (in cc),Transmission,Year of Manufacture,Mileage (in kmpl),Max Power (in bhp),Torque (in nm),Registration Month,Registration Year,Depreciation Rate (in %),Price (in lacs),City,Wheel Size
Hyundai,Creta 1.6 CRDi AT SX Plus,Comprehensive,Diesel,5,"98,000",GJ01,First Owner,1582,Automatic,2016,17.01,126.2,259.9,Sept,2016,70,9.75,Ahmedabad,17
Skoda,Octavia Laurin and Klement,Comprehensive,Petrol,5,400,,,1984,Automatic,2022,15.81,187.74,320,,,15,31.0,Ahmedabad,17
Hyundai,Tucson 2.0 e-VGT 4WD AT GLS,Comprehensive,Diesel,5,"92,000",GJ18,First Owner,1995,Automatic,2018,16.38,182.46,400.11,Oct,2018,50,15.5,Ahmedabad,18
Hyundai,Grand i10 Nios Sportz CNG,Comprehensive,CNG,5,"23,626",GJ13,First Owner,1197,Manual,2022,,68.05,95.2,Oct,2022,15,7.9,Ahmedabad,13
Maruti,Eeco 5 Seater AC 2020-2022,Third Party,Petrol,5,"6,154",GJ01,First Owner,1196,Manual,2022,16.11,72.41,98,Nov,2022,15,5.0,Ahmedabad,
Maruti,Vitara Brezza VDi,Third Party insurance,Diesel,5,"58,109",GJ18,First Owner,1248,Manual,2017,24.3,88.5,200,Feb,2017,60,7.5,Ahmedabad,
Jeep,Compass 2.0 Limited Plus BSIV,Zero Dep,Diesel,5,"99,118",GJ01,First Owner,1956,Manual,2019,17.1,170.63,350,Apr,2019,40,12.5,Ahmedabad,18
Audi,A4 2.0 TDI Premium Sport Limited Edition,Not Available,Diesel,5,"63,335",GJ01,First Owner,1968,Automatic,2012,17.11,174.33,380,Mar,2012,75,11.89,Ahmedabad,17
Mercedes-Benz,E-Class E250 CDI,Comprehensive,Diesel,5,"93,000",GJ03,First Owner,2143,Automatic,2014,13,204,500,Feb,2014,75,15.75,Ahmedabad,18
Volkswagen,Polo 1.2 MPI Comfortline,Third Party,Petrol,5,"1,11,431",GJ01,First Owner,1198,Manual,2014,16.47,74,110,Jan,2015,75,3.0,Ahmedabad,
Hyundai,Santro Sportz BSIV,Zero Dep,Petrol,5,"21,840",GJ01,First Owner,1086,Manual,2019,20.3,68,99,Jan,2020,40,4.5,Ahmedabad,
Honda,City i DTec V,Third Party,Diesel,5,"85,932",GJ01,First Owner,1498,Manual,2017,26,98.6,200,May,2018,60,7.5,Ahmedabad,15
Maruti,Ciaz Delta Automatic BSIV,Zero Dep,Petrol,5,"31,316",GJ12,First Owner,1462,Automatic,2020,20.28,103.25,138,Feb,2021,30,10.0,Ahmedabad,15
Hyundai,Xcent 1.2 CRDi SX,Not Available,Diesel,5,"82,887",GJ38,Second Owner,1186,Manual,2018,25.4,73.97,190.25,Aug,2018,50,5.07,Ahmedabad,14
Hyundai,Verna SX,Not Available,Petrol,5,"8,727",GJ27,First Owner,1497,Manual,2020,17.7,113.18,143.8,Dec,2020,30,10.5,Ahmedabad,16
Hyundai,Santro Sportz SE AMT BSIV,Not Available,Petrol,5,"34,605",GJ38,First Owner,1086,Automatic,2019,20.3,68,99,Feb,2020,40,5.22,Ahmedabad,
Maruti,Alto 800 LXI,Not Available,Petrol,5,"57,861",GJ01,First Owner,796,Manual,2014,22.74,47.3,69,Jul,2014,75,2.2,Ahmedabad,
Hyundai,Creta 1.6 VTVT AT SX Plus,Third Party insurance,Petrol,5,"78,000",GJ18,First Owner,1591,Automatic,2016,13,121.3,151,Oct,2016,70,9.5,Ahmedabad,17
Kia,Seltos GTX Plus,Zero Dep,Petrol,5,"22,980",GJ01,First Owner,1353,Manual,2019,16.5,138.08,242,Jan,2020,40,15.0,Ahmedabad,17
Maruti,Swift Dzire VDI,Not Available,Diesel,5,"1,37,593",GJ01,Second Owner,1248,Manual,2014,23.4,74,190,Jan,2015,75,4.2,Ahmedabad,14
Honda,City 1.5 S MT,Third Party,Petrol,5,"65,705",GJ01,Second Owner,1497,Manual,2011,17,"118PS at 6,600 ",146Nm at 4800 r,Sept,2011,75,3.17,Ahmedabad,15
Skoda,Kushaq 1.0 TSI Ambition,Third Party,Petrol,5,"28,121",GJ38,First Owner,999,Manual,2021,19.2,113.98,178,Mar,2022,20,12.0,Ahmedabad,16
Tata,Tiago XZA Plus AMT,Third Party insurance,Petrol,5,"14,000",GJ01,First Owner,1199,Automatic,2021,19,84.82,113,Sept,2021,20,6.8,Ahmedabad,15
Maruti,Swift Dzire VDi,Third Party,Diesel,5,"1,59,382",GJ01,Third Owner,1248,Manual,2010,19.3,73.9,190,May,2010,75,2.1,Ahmedabad,14
Maruti,Alto 800 LXI,Not Available,Petrol,5,"23,667",GJ01,First Owner,796,Manual,2014,22.74,47.3,69,Jul,2014,75,2.2,Ahmedabad,
Maruti,Ciaz 1.4 Sigma,Not Available,Petrol,5,"39,573",GJ01,First Owner,1373,Manual,2018,20.73,91.1,130,Jun,2018,50,6.83,Ahmedabad,
Chevrolet,Beat Diesel LT,Third Party,Diesel,5,"84,926",GJ01,Third Owner,936,Manual,2012,25.44,57.6,150,Aug,2012,75,1.4,Ahmedabad,14
Maruti,Baleno 1.2 Delta,Zero Dep,Petrol,5,"1,18,332",GJ01,First Owner,1197,Manual,2018,21.4,83.1,115,Jun,2018,50,5.0,Ahmedabad,
Mahindra,XUV500 W8 2WD,Not Available,Diesel,7,"1,20,284",GJ27,First Owner,2179,Manual,2014,15.1,140,330,Jul,2014,75,5.4,Ahmedabad,17
Maruti,Eeco 5 Seater AC BSIV,Third Party,Petrol,5,"96,957",GJ27,First Owner,1196,Manual,2014,15.37,73,101,Dec,2014,75,2.7,Ahmedabad,
Maruti,Swift VXI Glory Limited Edition,Not Available,Petrol,5,"21,567",GJ01,First Owner,1197,Manual,2017,20.4,83.11,115,Oct,2017,60,5.0,Ahmedabad,
Kia,Seltos GTK,Comprehensive,Petrol,5,"77,000",GJ01,First Owner,1353,Manual,2019,16.1,138,242,Sept,2019,40,11.5,Ahmedabad,17
Volkswagen,Ameo 1.5 TDI Highline AT,Comprehensive,Diesel,5,"76,000",GJ18,First Owner,1498,Automatic,2017,22,108.495,250,Apr,2017,60,6.25,Ahmedabad,15
Hyundai,i20 Magna 1.2,Comprehensive,Petrol,5,"77,408",GJ01,First Owner,1197,Manual,2016,18.6,81.83,114.7,Mar,2016,70,4.7,Ahmedabad,
Hyundai,Verna SX Opt,Not Available,Petrol,5,"9,668",GJ27,First Owner,1497,Manual,2022,17.7,113.18,143.8,Dec,2022,15,13.0,Ahmedabad,16
Tata,Indica Terra 1.2 Safire,Third Party,Petrol,5,"1,21,866",GJ04,Second Owner,1172,Manual,2010,15.8,65,96 ,Dec,2010,75,1.0,Ahmedabad,13
Hyundai,Grand i10 CRDi Sportz,Not Available,Diesel,5,"40,246",GJ38,First Owner,1120,Manual,2017,24,70,160,Oct,2017,60,4.2,Ahmedabad,
Toyota,Fortuner Legender 4x2 AT,Comprehensive,Diesel,7,"21,256",GJ18,First Owner,2755,Automatic,2022,,201.15,500,Aug,2022,15,46.75,Ahmedabad,18
Toyota,Corolla Altis G AT,Comprehensive,Petrol,5,"72,159",GJ01,First Owner,1798,Automatic,2014,14.28,138.03,173,Aug,2014,75,8.85,Ahmedabad,15
Maruti,Swift ZDi,Comprehensive,Diesel,5,"84,173",GJ01,First Owner,1248,Manual,2012,22.9,74,190,Apr,2012,75,4.75,Ahmedabad,15
Maruti,Baleno Delta,Third Party,Petrol,5,"22,413",GJ01,First Owner,1197,Manual,2020,21.01,81.80,113,Aug,2020,30,5.8,Ahmedabad,
Maruti,S-Presso VXI Plus 2019-2022,Comprehensive,Petrol,5,"41,370",GJ24,First Owner,998,Manual,2020,21.7,65.71,89,Jun,2020,30,4.8,Ahmedabad,
MG,Astor Sharp,Not Available,Petrol,5,"1,569",GJ01,First Owner,1498,Manual,2022,15.43,108.49,144,Feb,2023,15,15.0,Ahmedabad,17
Maruti,Ciaz VXi Plus,Comprehensive,Petrol,5,"77,876",GJ01,First Owner,1373,Manual,2015,20.73,91.1,130,Jun,2015,75,6.15,Ahmedabad,
Ford,Endeavour Titanium Plus 4X2 AT,Comprehensive,Diesel,7,"74,988",GJ03,First Owner,1996,Automatic,2021,13.9,167.62,420,Jul,2021,20,33.0,Ahmedabad,18
Hyundai,Verna 1.6 VTVT AT SX,Comprehensive,Petrol,5,"43,002",GJ01,First Owner,1591,Automatic,2016,17.01,121.3,154.9,Feb,2016,70,6.75,Ahmedabad,16
Maruti,Ciaz VXi Plus,Comprehensive,Petrol,5,"90,000",GJ06,First Owner,1373,Manual,2015,20.73,91.1,130,Feb,2015,75,5.5,Ahmedabad,
Honda,City ZX CVT,Comprehensive,Petrol,5,"41,169",GJ03,First Owner,1498,Automatic,2020,18.3,119.35,145,Oct,2020,30,12.75,Ahmedabad,16
Hyundai,i10 Magna 1.1L,Comprehensive,Petrol,5,"30,869",GJ01,First Owner,1086,Manual,2013,19.81,68.05,99.04,Jan,2013,75,3.2,Ahmedabad,
Hyundai,Creta 1.6 SX Diesel,Comprehensive,Diesel,5,"60,353",GJ01,First Owner,1582,Manual,2019,20.5,126.2,259.87,May,2019,40,12.25,Ahmedabad,17
Hyundai,Creta 1.6 SX Option,Comprehensive,Petrol,5,"53,862",GJ01,First Owner,1591,Manual,2019,15.8,121.3,151,May,2019,40,14.25,Ahmedabad,17
Hyundai,Creta 1.6 VTVT S,Comprehensive,Petrol,5,"41,266",GJ01,First Owner,1591,Manual,2016,15.29,121.3,151,Jul,2016,70,8.75,Ahmedabad,
Porsche,Cayenne Diesel,Comprehensive,Diesel,5,"1,01,995",GJ23,First Owner,2967,Automatic,2013,15.15,240,550,Mar,2013,75,32.75,Ahmedabad,18
Land,Rover Discovery Sport TD4 HSE Luxury,Third Party insurance,Diesel,7,"55,000",GJ18,First Owner,1999,Automatic,2019,12.97,177,430,Jan,2019,40,44.0,Ahmedabad,18
Honda,Amaze S Diesel,Comprehensive,Diesel,5,"58,000",GJ06,First Owner,1498,Manual,2016,24.7,98.63,200,Feb,2016,70,5.5,Ahmedabad,
Ford,Ecosport 1.5 DV5 MT Titanium,Not Available,Diesel,5,"1,29,831",GJ27,First Owner,1498,Manual,2015,22.7,89.84,204,Dec,2015,75,5.0,Ahmedabad,16
Tata,Punch Pure,Comprehensive,Petrol,5,"5,892",GJ01,First Owner,1199,Manual,2022,20.09,117.74,115,Mar,2022,15,7.9,Ahmedabad,
Maruti,Wagon R LXI CNG,Not Available,CNG,5,"79,111",GJ01,Second Owner,998,Manual,2017,26.6,58.16,77,Apr,2017,60,3.48,Ahmedabad,
Honda,City E,Comprehensive,Petrol,5,"94,924",GJ01,First Owner,1497,Manual,2012,16.8,116.3,146,Oct,2012,75,3.25,Ahmedabad,15
Hyundai,Grand i10 1.2 Kappa Sportz Dual Tone,Zero Dep,Petrol,5,"34,701",GJ27,First Owner,1197,Manual,2018,18.9,81.86,113.75,Mar,2018,50,5.5,Ahmedabad,
Hyundai,Xcent 1.1 CRDi Base,Third Party,Diesel,5,"75,018",GJ27,First Owner,1120,Manual,2017,24.4,71,180.4,Jun,2017,60,3.75,Ahmedabad,
Maruti,SX4 S Cross DDiS 320 Delta,Third Party,Diesel,5,"1,04,062",UP14,First Owner,1598,Manual,2015,22.7,118,320,Feb,2016,75,4.5,Ahmedabad,
Tata,New Safari DICOR 2.2 VX 4x2 BS IV,Not Available,Diesel,7,"82,757",GJ08,Second Owner,2179,Manual,2011,13.93,138.1,320,Apr,2011,75,2.2,Ahmedabad,16
Honda,City i-DTEC VX,Not Available,Diesel,5,"69,525",GJ01,First Owner,1498,Manual,2018,25.6,97.9,200,Jan,2019,50,9.5,Ahmedabad,16
Hyundai,Grand i10 CRDi Magna,Third Party,Diesel,5,"46,464",GJ01,Second Owner,1120,Manual,2017,24,70,160,Aug,2017,60,4.5,Ahmedabad,
Hyundai,EON Magna Plus,Third Party,Petrol,5,"51,492",GJ01,First Owner,814,Manual,2014,21.1,55.2,74.5,Apr,2014,75,2.13,Ahmedabad,
Honda,City i-VTEC V,Comprehensive,Petrol,5,"4,000",GJ18,First Owner,1497,Manual,2022,17.4,117.6,145,Dec,2022,15,10.6,Ahmedabad,15
Ford,Figo Diesel EXI,Not Available,Diesel,5,"1,01,860",GJ01,First Owner,1399,Manual,2012,20,68,160,Oct,2012,75,1.75,Ahmedabad,
Volvo,XC40 D4 R-Design,Comprehensive,Diesel,5,"67,000",GJ18,First Owner,1969,Automatic,2019,18,190,400,Aug,2019,40,33.0,Ahmedabad,18
Maruti,Celerio VXI AT,Not Available,Petrol,5,"96,502",GJ01,Third Owner,998,Automatic,2014,23.1,67.04,90,Jan,2015,75,2.5,Ahmedabad,
Honda,City i-DTEC V,Comprehensive,Diesel,5,"85,000",GJ01,First Owner,1498,Manual,2019,25.6,97.9,200,Feb,2019,40,9.75,Ahmedabad,15
Honda,WR-V VX Diesel,Comprehensive,Diesel,5,"35,000",GJ01,First Owner,1498,Manual,2021,23.7,97.89,200,Jun,2021,20,10.75,Ahmedabad,16
Maruti,Swift Dzire VDI,Third Party,Diesel,5,"1,23,344",GJ01,Second Owner,1248,Manual,2016,26.59,74,190,Dec,2016,70,4.5,Ahmedabad,
Volkswagen,Polo GT TSI,Comprehensive,Petrol,5,"65,691",GJ36,First Owner,1197,Automatic,2019,17.21,103.5,175,Apr,2019,40,8.25,Ahmedabad,16
Kia,Carnival Limousine,Comprehensive,Diesel,7,"70,708",GJ01,First Owner,2199,Automatic,2020,14.11,197.26,440,Aug,2020,30,28.5,Ahmedabad,18
Honda,Brio VX AT,Third Party insurance,Petrol,5,"40,585",GJ01,First Owner,1198,Automatic,2015,16.5,86.8,109,Mar,2015,75,4.5,Ahmedabad,14
Maruti,Swift Dzire ZXI,Comprehensive,Petrol,5,"65,317",GJ03,Second Owner,1197,Manual,2013,22.41,88.50,113,Apr,2013,75,4.4,Ahmedabad,15
Maruti,Alto 800 LXI,Zero Dep,Petrol,5,"38,258",GJ38,First Owner,796,Manual,2018,24.7,47.3,69,Mar,2018,50,3.0,Ahmedabad,
Renault,Scala Diesel RxL,Third Party insurance,Diesel,5,"67,000",GJ01,First Owner,1461,Manual,2013,21.64,84.8,200,May,2013,75,2.7,Ahmedabad,15
Honda,Amaze S i-Dtech,Not Available,Diesel,5,"91,712",GJ01,Third Owner,1498,Manual,2013,25.8,98.6,200,Aug,2013,75,2.5,Ahmedabad,
Ford,Aspire 1.2 Ti-VCT Titanium,Not Available,Petrol,5,"48,086",GJ18,Second Owner,1196,Manual,2018,18.16,86.8,112,Mar,2018,50,4.12,Ahmedabad,14
Nissan,Sunny Diesel XE,Not Available,Diesel,5,"95,338",GJ18,Second Owner,1461,Manual,2016,22.71,84.8,200,Jun,2016,70,3.08,Ahmedabad,
Chevrolet,Beat LT,Not Available,Petrol,5,"45,635",GJ01,Second Owner,1199,Manual,2010,18.6,79.4,108,Oct,2010,75,1.4,Ahmedabad,14
Hyundai,Grand i10 Sportz,Third Party,Petrol,5,"73,062",GJ01,First Owner,1197,Manual,2015,18.9,82,114,Jan,2016,75,4.0,Ahmedabad,
Tata,Altroz XE,Third Party,Petrol,5,"25,083",GJ06,First Owner,1199,Manual,2021,19.33,86.83,113,Feb,2021,20,5.7,Ahmedabad,
Kia,Sonet GTX Plus Turbo iMT,Third Party,Petrol,5,"18,859",GJ01,First Owner,998,Manual,2021,18.2,118.36,172,Apr,2021,20,10.0,Ahmedabad,16
Hyundai,Creta 1.6 CRDi SX,Third Party insurance,Diesel,5,"1,50,000",GJ01,First Owner,1582,Manual,2016,19.67,126.2,259.9,Jun,2016,70,8.5,Ahmedabad,16
Hyundai,Verna 1.6 SX CRDi (O),Comprehensive,Diesel,5,"56,000",GJ01,First Owner,1582,Manual,2015,22.32,126.32,259.8,Jun,2015,75,6.9,Ahmedabad,16
Honda,WR-V i-VTEC S,Comprehensive,Petrol,5,"43,000",GJ01,First Owner,1199,Manual,2017,17.5,88.7,110,Jul,2017,60,6.4,Ahmedabad,16
Maruti,Ertiga VXI,Not Available,Petrol,7,"66,437",GJ01,First Owner,1373,Manual,2015,16.02,93.7,130,Jun,2015,75,5.0,Ahmedabad,
Audi,A6 2.7 TDI,Not Available,Diesel,5,"97,759",GJ01,Fourth Owner,2698,Automatic,2010,12.4,17,38,Sept,2010,75,7.24,Ahmedabad,17
Maruti,Swift Dzire 1.2 Vxi BSIV,Not Available,Petrol,5,"1,16,166",GJ27,First Owner,1197,Manual,2011,17.5,85.8,114,Dec,2011,75,2.5,Ahmedabad,14
Tata,Tigor 1.05 Revotorq XT,Not Available,Diesel,5,"45,534",GJ38,Second Owner,1047,Manual,2018,24.7,69,140,Feb,2018,50,4.5,Ahmedabad,
Hyundai,Grand i10 Magna,Not Available,Petrol,5,"44,918",GJ01,First Owner,1197,Manual,2015,18.9,82,114,Apr,2015,75,3.7,Ahmedabad,
Datsun,GO Plus T BSIV,Not Available,Petrol,7,"99,638",GJ01,First Owner,1198,Manual,2016,19.44,67,104,Apr,2016,70,2.2,Ahmedabad,
Toyota,Innova 2.5 VX 8 STR BSIV,Not Available,Diesel,8,"2,83,629",GJ01,First Owner,2494,Manual,2012,12.8,,20,May,2012,75,6.0,Ahmedabad,15
Honda,WR-V SV,Third Party,Petrol,5,"18,560",GJ01,First Owner,1199,Manual,2021,16.5,88.50,110,Apr,2021,20,8.71,Ahmedabad,16
Hyundai,Grand i10 Magna,Third Party,Petrol,5,"76,480",GJ01,First Owner,1197,Manual,2017,18.9,82,114,Oct,2017,60,5.0,Ahmedabad,
Maruti,Eeco 7 Seater Standard BSIV,Third Party,Petrol,7,"70,006",GJ27,Second Owner,1196,Manual,2012,15.37,73,101,Feb,2013,75,3.0,Ahmedabad,
Hyundai,i20 1.4 Magna Opt Diesel,Not Available,Diesel,5,"1,59,799",GJ01,First Owner,1396,Manual,2012,21.9,90PS at 4000,22.4 kgm at 1750-2750r,Feb,2013,75,2.2,Ahmedabad,14
Hyundai,Verna 1.6 EX VTVT,Comprehensive,Petrol,5,"71,000",GJ01,First Owner,1591,Manual,2013,17.01,121.3,154.9,Jan,2013,75,4.5,Ahmedabad,16
Skoda,Fabia 1.2 MPI Ambiente Petrol,Third Party,Petrol,5,"82,320",MH12,Second Owner,1198,Manual,2010,17.5,75 bhp at 5400 ,110 Nm at 3750 r,May,2010,75,1.51,Ahmedabad,14
Maruti,SX4 S Cross Alpha DDiS 200 SH,Third Party,Diesel,5,"1,11,988",GJ18,First Owner,1248,Manual,2018,25.1,88.5,200,Mar,2018,50,7.5,Ahmedabad,R16
Hyundai,Creta EX,Not Available,Petrol,5,"7,123",GJ02,First Owner,1497,Manual,2022,,113.18,143.8,Oct,2022,15,11.0,Ahmedabad,
Tata,Manza Aura (ABS) Quadrajet BS IV,Third Party,Diesel,5,"2,31,200",GJ17,First Owner,1248,Manual,2012,21.12,88.8,200,Mar,2012,75,1.5,Ahmedabad,15
Maruti,Alto K10 VXI,Third Party,Petrol,5,"45,792",GJ01,First Owner,998,Manual,2017,23.95,67.05,90,Oct,2017,60,3.7,Ahmedabad,
Hyundai,i10 Era,Third Party,Petrol,5,"43,525",GJ01,First Owner,1086,Manual,2012,19.81,68.05,99.04,Feb,2012,75,2.5,Ahmedabad,
Chevrolet,Sail 1.2 LS,Third Party,Petrol,5,"92,424",GJ01,First Owner,1199,Manual,2014,18.2,82.4,108.5,Nov,2014,75,1.95,Ahmedabad,
Volkswagen,Tiguan Allspace 4Motion,Comprehensive,Petrol,7,"67,000",GJ04,First Owner,1984,Automatic,2020,17.01,187.74,320,Oct,2020,30,23.0,Ahmedabad,R18
Maruti,Swift VXI,Third Party,Petrol,5,"35,703",GJ01,First Owner,1197,Manual,2018,22,81.80,113,Apr,2019,50,6.0,Ahmedabad,
Hyundai,Verna 1.6 VTVT SX Option,Zero Dep,Petrol,5,"51,604",GJ01,First Owner,1591,Manual,2017,17.01,121.3,154.9,Sept,2017,60,8.2,Ahmedabad,16
Hyundai,Creta 1.6 E Plus,Comprehensive,Petrol,5,"95,000",GJ38,First Owner,1591,Manual,2017,15.8,121.3,151,Feb,2017,60,9.25,Ahmedabad,
Maruti,Eeco 5 Seater AC CNG,Third Party,CNG,5,"6,644",GJ01,First Owner,1197,Manual,2022,26.78 ,70.67,95,Jan,2023,15,6.5,Ahmedabad,
Maruti,Celerio ZXI,Zero Dep,Petrol,5,"19,473",GJ27,First Owner,998,Manual,2020,21.63,67.05,90,Oct,2020,30,5.0,Ahmedabad,
Honda,Jazz ZX CVT,Zero Dep,Petrol,5,"18,634",GJ18,First Owner,1199,Automatic,2021,17.1,88.50,110,May,2021,20,9.0,Ahmedabad,15
Maruti,SX4 S Cross DDiS 200 Alpha,Third Party,Diesel,5,"1,14,419",GJ01,First Owner,1248,Manual,2015,23.65,88.5,200,Nov,2015,75,4.75,Ahmedabad,16
Maruti,Eeco 5 Seater AC BSIV,Third Party,Petrol,5,"21,389",GJ01,First Owner,1196,Manual,2014,15.37,73,101,Jan,2015,75,3.25,Ahmedabad,
Nissan,Micra XL,Third Party,Petrol,5,"38,638",GJ01,First Owner,1198,Manual,2013,18.44,75,104,Aug,2013,75,2.0,Ahmedabad,
Hyundai,Grand i10 1.2 CRDi Magna,Third Party,Diesel,5,"90,564",GJ01,First Owner,1186,Manual,2018,24,73.97,190.24,May,2018,50,3.8,Ahmedabad,
Renault,Duster 85PS Diesel RxL,Not Available,Diesel,5,"1,54,367",GJ27,Second Owner,1461,Manual,2013,20.45,83.8,200,Mar,2013,75,4.0,Ahmedabad,16
Chevrolet,Beat Diesel LT,Not Available,Diesel,5,"65,014",GJ27,Second Owner,936,Manual,2013,25.44,57.6,150,Aug,2013,75,1.49,Ahmedabad,14
Maruti,Ignis 1.2 Delta BSIV,Third Party,Petrol,5,"37,959",GJ13,First Owner,1197,Manual,2017,20.89,81.80,113,Jan,2018,60,4.2,Ahmedabad,
Maruti,Ertiga VXI,Third Party,Petrol,7,"23,483",GJ27,First Owner,1373,Manual,2014,16.02,93.7,130,Jun,2014,75,6.0,Ahmedabad,
Hyundai,i10 Magna 1.1L,Not Available,Petrol,5,"75,239",GJ01,Second Owner,1086,Manual,2012,19.81,68.05,99.04,Aug,2012,75,2.25,Ahmedabad,
Ford,Ecosport 1.5 Diesel Titanium,Comprehensive,Diesel,5,"43,000",GJ01,First Owner,1498,Manual,2020,21.7,98.96,215,Nov,2020,30,9.5,Ahmedabad,R16
Hyundai,Xcent 1.2 Kappa S,Third Party,Petrol,5,"97,923",GJ01,Second Owner,1197,Manual,2015,19.1,82,114,Jul,2015,75,3.5,Ahmedabad,
Hyundai,i10 Sportz AT,Third Party,Petrol,5,"68,000",GJ01,Second Owner,1197,Automatic,2011,16.95,78.9,111.8,Dec,2011,75,2.5,Ahmedabad,13
BMW,X1 sDrive 20d xLine,Comprehensive,Diesel,5,"37,000",GJ06,First Owner,1995,Automatic,2020,20.68,188,400,Jan,2020,30,32.0,Ahmedabad,17
Ford,Aspire 1.5 TDCi Trend,Third Party,Diesel,5,"55,000",GJ38,First Owner,1498,Manual,2017,25.83,99,215,Oct,2017,60,4.9,Ahmedabad,
Maruti,Ciaz S 1.4,Zero Dep,Petrol,5,"46,517",GJ01,First Owner,1373,Manual,2018,28.09,91.1,130,Feb,2019,50,7.25,Ahmedabad,16
Maruti,Swift Dzire VDI,Third Party,Diesel,5,"1,23,181",GJ01,First Owner,1248,Manual,2013,23.4,74,190,Nov,2013,75,3.2,Ahmedabad,14
Mahindra,TUV 300 T8,Third Party insurance,Diesel,7,"55,000",GJ01,First Owner,1493,Manual,2017,18.49,100,240,Apr,2017,60,7.25,Ahmedabad,15
Chevrolet,Spark 1.0 LS,Not Available,Petrol,5,"80,855",GJ01,Second Owner,995,Manual,2012,18,62,90.3,May,2013,75,0.87774,Ahmedabad,13
Hyundai,i20 Asta,Zero Dep,Petrol,5,"5,566",GJ27,First Owner,1197,Manual,2021,21,81.80,114.74,Sept,2021,20,7.5,Ahmedabad,16
Mahindra,XUV700 AX5 AT,Third Party,Petrol,5,"1,513",GJ01,First Owner,1999,Automatic,2022,,197.13,380,Nov,2022,15,18.91,Ahmedabad,17
Hyundai,Creta 1.6 CRDi SX Plus Dual Tone,Comprehensive,Diesel,5,"85,000",GJ01,First Owner,1582,Manual,2017,19.67,126.2,259.9,Feb,2017,60,9.9,Ahmedabad,17
Honda,Amaze VX,Comprehensive,Petrol,5,"21,242",GJ05,First Owner,1199,Manual,2022,18.6,88.50,110,Feb,2022,15,8.5,Ahmedabad,15
Maruti,Swift Dzire VDi,Third Party,Diesel,5,"1,02,079",GJ01,First Owner,1248,Manual,2009,19.3,73.9,190,Oct,2009,75,1.95,Ahmedabad,14
Renault,KWID 1.0 RXT Optional,Third Party,Petrol,5,"47,452",GJ01,First Owner,999,Manual,2018,23.01,67,91,Aug,2018,50,2.9,Ahmedabad,
Tata,Nexon 1.2 Revotron XMA,Not Available,Petrol,5,"30,038",GJ01,Second Owner,1198,Automatic,2019,17,108.5,170,Jan,2020,40,8.0,Ahmedabad,
Hyundai,Venue SX Plus Turbo DCT,Not Available,Petrol,5,"29,688",GJ27,First Owner,998,Automatic,2020,18.15,118.35,172,Mar,2020,30,9.5,Ahmedabad,R16
Honda,Amaze S,Third Party,Petrol,5,"7,283",GJ01,First Owner,1199,Manual,2022,18.6,88.50,110,Nov,2022,15,7.0,Ahmedabad,
Volkswagen,Jetta 2.0L TDI Comfortline,Comprehensive,Diesel,5,"81,000",GJ01,First Owner,1968,Manual,2012,19.33,138.1,320,Nov,2012,75,5.25,Ahmedabad,16
Hyundai,Accent Executive,Not Available,Petrol,5,"40,857",GJ01,First Owner,1495,Manual,2012,16.36,93.7,124.6,Nov,2012,75,2.28,Ahmedabad,13
Maruti,Ciaz 1.4 AT Zeta,Zero Dep,Petrol,5,"66,148",GJ01,First Owner,1373,Automatic,2017,19.12,91.1,130,Jul,2017,60,6.0,Ahmedabad,15
Tata,Manza Aura (ABS) Quadrajet BS IV,Not Available,Diesel,5,"88,771",GJ01,Second Owner,1248,Manual,2010,21.12,88.8,200,Apr,2010,75,2.0,Ahmedabad,15
Hyundai,i20 Sportz 1.4 CRDi,Comprehensive,Diesel,5,"82,000",GJ01,First Owner,1396,Manual,2014,22.54,88.73,219.7,Apr,2014,75,4.8,Ahmedabad,
Hyundai,Creta 1.6 VTVT AT SX Plus,Third Party,Petrol,5,"1,05,546",GJ01,First Owner,1591,Automatic,2017,13,121.3,151,Dec,2017,60,8.0,Ahmedabad,17
Nissan,Magnite XL,Third Party,Petrol,5,"7,071",GJ01,First Owner,999,Manual,2022,18.75,71.02,96,Mar,2022,15,5.5,Ahmedabad,
Maruti,Wagon R Stingray VXI,Third Party,Petrol,5,"96,174",GJ01,First Owner,998,Manual,2016,20.51,67.04,90,Oct,2016,70,3.3,Ahmedabad,14
Skoda,Octavia 1.4 TSI MT Ambition,Not Available,Petrol,5,"1,03,110",GJ32,First Owner,1395,Manual,2016,16.7,148,250,Apr,2016,70,5.58,Ahmedabad,16
Audi,A4 35 TDI Premium Sport,Comprehensive,Diesel,5,"34,569",GJ01,First Owner,1968,Automatic,2015,17.11,174.33,380,Dec,2015,75,18.75,Ahmedabad,17
Hyundai,i20 Magna,Comprehensive,Petrol,5,"47,110",GJ18,First Owner,1197,Manual,2021,18.5,80 PS at 5200 ,"11.4 kgm at 4,000 r",Jan,2021,20,5.75,Ahmedabad,14
Mercedes-Benz,E-Class E 220 CDI Avantgarde,Not Available,Diesel,5,"99,479",GJ01,Second Owner,2148,Automatic,2013,10,170,400,Apr,2013,75,12.05,Ahmedabad,17
