Brand,Model,Insurance Validity,Fuel Type,Seats,Kms Driven (in kms),Ownership,Engine Displacement (in cc),Transmission,Year of Manufacture,Mileage (in kmpl),Max Power (in bhp),Torque (in nm),Registration Month,Registration Year,Depreciation Rate (in %),Price (in lacs),City,RTO,Wheel Size
Maruti,Swift Dzire ZXI 1.2,Third Party,Petrol,5,"30,322",Second Owner,1197,Manual,2019,21.21,81.80,113,Jul,2019,40,5.0,Kolkata,WB50,15
Maruti,Swift Dzire VXI 1.2 BS IV,Third Party,Petrol,5,"25,027",Second Owner,1197,Manual,2018,22,81.80,113,Dec,2018,50,4.0,Kolkata,WB02,
Maruti,Wagon R VXI BS IV,Third Party,Petrol,5,"59,612",First Owner,998,Manual,2015,20.51,67.04,90,Feb,2016,75,3.5,Kolkata,WB02,
Maruti,Swift VDI,Third Party,Diesel,5,"57,491",Second Owner,1248,Manual,2012,22.9,74,190,Jul,2013,75,2.72,Kolkata,WB02,14
Maruti,Swift Dzire LXI,Third Party,Petrol,5,"30,224",First Owner,1197,Manual,2014,19.1,85.8,114,Sept,2014,75,2.5,Kolkata,WB06,14
Mahindra,XUV500 W11 BSIV,Not Available,Diesel,7,"83,251",Second Owner,2179,Manual,2019,15.1,152.87,360,Oct,2019,40,11.0,Kolkata,WB20,17
Renault,KWID RXL BSIV,Third Party,Petrol,5,"14,828",Second Owner,799,Manual,2019,25.17,53.3,72,Aug,2019,40,2.7,Kolkata,WB10,
Maruti,Swift ZXI Plus,Third Party,Petrol,5,"61,056",First Owner,1197,Manual,2018,22,81.80,113,Jun,2018,50,5.0,Kolkata,WB40,15
Maruti,Ciaz ZDi Plus,Third Party,Diesel,5,"85,679",Second Owner,1248,Manual,2015,26.21,88.5,200,Jul,2015,75,4.2,Kolkata,WB02,16
Maruti,Baleno 1.2 Alpha,Comprehensive,Petrol,5,"23,486",Second Owner,1197,Manual,2016,21.4,83.1,115,Nov,2016,70,5.5,Kolkata,WB02,16
Audi,Q3 35 TDI Quattro Premium Plus,Third Party,Diesel,5,"45,917",First Owner,1968,Automatic,2015,15.17,181,380,Jan,2016,75,15.0,Kolkata,WB02,18
Volkswagen,Vento 2013-2015 1.6 Comfortline,Comprehensive,Petrol,5,"34,723",First Owner,1598,Manual,2015,15.04,103.2,153,Mar,2015,75,3.5,Kolkata,WB02,
Maruti,Alto LXi,Third Party,Petrol,5,"78,388",First Owner,796,Manual,2012,19.7,46.3,62,Mar,2012,75,1.15,Kolkata,WB06,12
Datsun,RediGO T Option,Third Party,Petrol,5,"5,715",Second Owner,799,Manual,2017,22.7,53.64,72,Jul,2017,60,2.5,Kolkata,WB24,
Mahindra,Bolero Power Plus SLE,Third Party,Diesel,7,"92,731",First Owner,1493,Manual,2017,16.5,70,195,Dec,2017,60,5.0,Kolkata,WB06,
Hyundai,Grand i10 1.2 Kappa Sportz BSIV,Not Available,Petrol,5,"14,329",First Owner,1197,Manual,2018,18.9,81.86,113.75,Apr,2018,50,4.3,Kolkata,WB58,
Maruti,Swift ZXI Plus,Third Party,Petrol,5,"39,746",First Owner,1197,Manual,2018,21.21,81.80,113,Mar,2018,50,5.0,Kolkata,WB02,R15
Hyundai,Venue SX Opt iMT,Not Available,Petrol,5,"38,955",First Owner,998,Manual,2021,18,118.35,171.6,May,2021,20,10.0,Kolkata,WB02,16
Tata,Indigo GLX BS III,Comprehensive,Petrol,5,"47,504",First Owner,1193,Manual,2009,15.2,,10,Apr,2009,75,0.8,Kolkata,WB06,14
Renault,Triber RXZ BSIV,Third Party,Petrol,7,"28,709",First Owner,999,Manual,2019,20,72,96,Nov,2019,40,4.8,Kolkata,UP15,
Hyundai,Creta 1.6 VTVT E Plus,Third Party,Petrol,5,"30,866",First Owner,1591,Manual,2017,15.29,121.3,151,Oct,2017,60,7.0,Kolkata,WB02,
Maruti,Swift Dzire VXI,Third Party,Petrol,5,"62,254",Second Owner,1197,Manual,2015,20.85,83.14,115,Sept,2015,75,3.97,Kolkata,WB16,
Tata,Tiago XZ Plus,Third Party,Petrol,5,"11,254",First Owner,1199,Manual,2020,23.84,83.83,114,Dec,2020,30,4.0,Kolkata,WB10,15
Chevrolet,Aveo U-VA 1.2 LS,Third Party,Petrol,5,"60,543",First Owner,1150,Manual,2010,15.26,74.9,110,Jun,2010,75,0.7,Kolkata,WB06,13
Honda,City 1.5 S MT,Third Party,Petrol,5,"26,059",Second Owner,1497,Manual,2011,17,"118PS at 6,600 ",146Nm at 4800 r,Aug,2011,75,4.0,Kolkata,WB06,15
Hyundai,Verna 1.6 VTVT SX Option,Third Party,Petrol,5,"41,945",Second Owner,1591,Manual,2017,17.01,121.3,154.9,Nov,2017,60,8.0,Kolkata,WB02,16
Maruti,Swift VDI,Third Party insurance,Diesel,5,"39,000",First Owner,1248,Manual,2013,22.9,74,190,Jan,2013,75,3.0,Kolkata,WB02,14
Hyundai,i20 Active 1.2 SX,Third Party,Petrol,5,"43,710",First Owner,1197,Manual,2017,17.19,81.86,114.73,Nov,2017,60,5.68,Kolkata,WB68,16
Honda,Jazz X,Comprehensive,Petrol,5,"68,000",Second Owner,1198,Manual,2010,16.7,88.8,110,Dec,2010,75,1.75,Kolkata,WB06,15
Toyota,Corolla Altis GL,Comprehensive,Petrol,5,"60,000",First Owner,1798,Manual,2010,14.53,138.1,173,Nov,2010,75,2.99,Kolkata,WB02,15
Maruti,Baleno 1.3 Delta,Comprehensive,Diesel,5,"57,000",First Owner,1248,Manual,2017,27.39,74,190,Jul,2017,60,5.25,Kolkata,WB26,
Hyundai,Creta 1.6 VTVT S,Comprehensive,Petrol,5,"75,000",First Owner,1591,Manual,2018,15.29,121.3,151,Feb,2018,50,7.45,Kolkata,WB02,
Mahindra,XUV500 W10 AWD,Comprehensive,Diesel,7,"95,000",First Owner,2179,Manual,2016,16,140,330,Jan,2016,70,8.75,Kolkata,WB02,17
Hyundai,Xcent 1.1 CRDi SX Option,Comprehensive,Diesel,5,"50,000",First Owner,1120,Manual,2015,24.4,71,180.4,Dec,2015,75,3.9,Kolkata,WB02,15
Toyota,Innova Crysta 2.4 GX 8 STR,Comprehensive,Diesel,8,"5,000",First Owner,2393,Manual,2021,12,148,343,Aug,2021,20,21.5,Kolkata,WB08,R16
MG,ZS EV Exclusive,Comprehensive,Electric,5,"23,000",First Owner,0,Automatic,2021,,140.8,350,Jan,2021,20,19.95,Kolkata,WB02,17
Hyundai,i10 Magna 1.1L,Comprehensive,Petrol,5,"50,000",First Owner,1086,Manual,2016,19.81,68.05,99.04,Oct,2016,70,2.85,Kolkata,WB02,
Maruti,Zen LXI,Comprehensive,Petrol,5,"53,000",First Owner,993,Manual,2005,17.3,60,78 ,Nov,2005,75,1.25,Kolkata,WB02,
Skoda,Octavia 2.0 TDI AT Style Plus,Comprehensive,Diesel,5,"50,000",First Owner,1968,Automatic,2016,19.5,141,320,May,2016,70,9.75,Kolkata,WB20,16
Maruti,Baleno Zeta,Third Party,Petrol,5,"34,560",First Owner,1197,Manual,2020,21.01,81.80,113,Jan,2021,30,6.7,Kolkata,WB10,R16
Maruti,Baleno 1.2 Zeta,Comprehensive,Petrol,5,"12,850",First Owner,1197,Manual,2021,21.4,83.1,115,Apr,2021,20,7.2,Kolkata,WB26,16
Honda,Jazz 1.2 SV i VTEC,Third Party,Petrol,5,"48,304",First Owner,1199,Manual,2015,18.7,88.7,110,Sept,2015,75,3.5,Kolkata,WB02,
Hyundai,Grand i10 Sportz,Third Party,Petrol,5,"28,811",Second Owner,1197,Manual,2016,18.9,82,114,Jan,2017,70,3.5,Kolkata,WB02,
Maruti,Wagon R LXI BS IV,Third Party,Petrol,5,"41,252",Second Owner,998,Manual,2012,18.9,67.1,90,Apr,2012,75,2.0,Kolkata,WB26,13
Hyundai,i10 Sportz,Third Party,Petrol,5,"76,943",First Owner,1197,Manual,2012,20.36,78.9,111.8,Feb,2013,75,1.5,Kolkata,WB02,13
Hyundai,i20 Sportz,Third Party,Petrol,5,"14,005",First Owner,1197,Manual,2021,21,81.80,114.74,Apr,2021,20,6.25,Kolkata,WB26,
Toyota,Corolla Altis Diesel D4DGL,Not Available,Diesel,5,"1,42,317",First Owner,1364,Manual,2010,21.43,87.2,205,Nov,2010,75,2.95,Kolkata,WB06,15
Maruti,Baleno Zeta,Third Party,Petrol,5,"4,118",First Owner,1197,Manual,2020,21.01,81.80,113,Aug,2020,30,6.0,Kolkata,WB98,R16
Maruti,Ignis 1.2 Alpha BSIV,Comprehensive,Petrol,5,"35,965",First Owner,1197,Manual,2018,20.89,81.80,113,Mar,2018,50,3.5,Kolkata,WB06,15
Volkswagen,Polo Petrol Comfortline 1.2L,Third Party,Petrol,5,"75,688",Second Owner,1198,Manual,2013,16.47,73.9,110,Jun,2013,75,2.8,Kolkata,WB02,15
Maruti,Swift ZXI,Not Available,Petrol,5,"41,916",First Owner,1197,Manual,2018,22,81.80,113,Jul,2018,50,4.75,Kolkata,WB10,15
Kia,Seltos HTX IVT G,Third Party,Petrol,5,"24,323",First Owner,1497,Automatic,2019,16.8,113.42,144,Jan,2020,40,11.8,Kolkata,WB02,R17
Honda,Amaze S Diesel BSIV,Third Party,Diesel,5,"1,74,453",First Owner,1498,Manual,2016,27.4,98.63,200,May,2016,70,3.23,Kolkata,WB02,
Mercedes-Benz,C-Class C250 Avantgarde,Third Party,Petrol,5,"39,932",Fourth Owner,1796,Automatic,2010,11.74,186,285,Jun,2010,75,5.0,Kolkata,WB06,17
Maruti,Swift Dzire ZXI AT,Zero Dep,Petrol,5,"16,405",Second Owner,1197,Automatic,2021,22.61,88.50,113,Apr,2021,20,7.0,Kolkata,WB06,15
Hyundai,i20 Asta 1.4 CRDi,Not Available,Diesel,5,"74,587",First Owner,1396,Manual,2014,22.54,88.73,219.7,Dec,2014,75,2.3,Kolkata,WB06,16
Fiat,Punto 1.3 Emotion,Not Available,Diesel,5,,First Owner,1248,Manual,2012,20.3,75,197,Jun,2012,75,1.0,Kolkata,WB02,15
Maruti,Vitara Brezza LDi Option,Third Party,Diesel,5,"1,45,455",First Owner,1248,Manual,2017,24.3,88.5,200,Dec,2017,60,5.55,Kolkata,WB12,
Hyundai,Creta 1.6 CRDi SX Option,Third Party insurance,Diesel,5,"57,000",First Owner,1582,Manual,2016,19.67,126.2,259.9,Nov,2016,70,7.0,Kolkata,WB02,17
Mahindra,XUV300 W8,Comprehensive,Petrol,5,"40,000",First Owner,1197,Manual,2020,16.82,108.62,200,Jan,2020,30,9.5,Kolkata,WB26,16
Hyundai,Xcent 1.2 VTVT S,Comprehensive,Petrol,5,"40,000",First Owner,1197,Manual,2019,20.14,81.86,113.75,Jan,2019,40,4.99,Kolkata,WB90,
Honda,City i VTEC S,Comprehensive,Petrol,5,"44,000",First Owner,1497,Manual,2012,17.4,117.3,145,Jun,2012,75,3.3,Kolkata,WB06,
Toyota,Urban cruiser High,Comprehensive,Petrol,5,"21,000",First Owner,1462,Manual,2022,17.03,103.26,138,May,2022,15,8.75,Kolkata,WB06,16
Kia,Seltos HTK Plus G,Comprehensive,Petrol,5,"14,000",First Owner,1497,Manual,2020,16.8,113.43,144,Apr,2020,30,10.99,Kolkata,WB02,16
Mercedes-Benz,V-Class Exclusive,Third Party insurance,Diesel,6,"7,700",First Owner,1950,Automatic,2019,16,160.92,380,Jun,2019,40,69.0,Kolkata,WB08,17
Maruti,Zen Estilo LXI BS IV,Comprehensive,Petrol,5,"45,000",First Owner,998,Manual,2012,19,67.1,90,Jul,2012,75,1.85,Kolkata,WB02,13
Land,Rover Range Rover Evoque 2.0 TD4 HSE Dynamic,Comprehensive,Diesel,5,"22,298",First Owner,1999,Automatic,2018,15.68,177,430,Apr,2018,50,38.99,Kolkata,BR37,18
BMW,X1 sDrive20i SportX,Comprehensive,Petrol,5,"14,307",First Owner,1998,Automatic,2020,14.82,257.47,280,Oct,2020,30,33.5,Kolkata,WB68,17
Land,Rover Range Rover Evoque 2.0 TD4 HSE,Comprehensive,Diesel,5,"37,763",Second Owner,1999,Automatic,2018,15.68,177,430,Jan,2018,50,35.99,Kolkata,WB02,18
Maruti,Ciaz Alpha BSIV,Third Party insurance,Petrol,5,"35,000",First Owner,1462,Manual,2019,21.56,103.25,138,Oct,2019,40,6.99,Kolkata,WB12,16
Hyundai,Elantra 2.0 SX Option AT,Comprehensive,Petrol,5,"65,537",First Owner,1999,Automatic,2018,14.62,149.92,192.2,Jan,2018,50,11.25,Kolkata,WB02,16
Renault,KWID 1.0 RXL,Comprehensive,Petrol,5,"16,933",First Owner,999,Manual,2017,21.46,67.06,91,Aug,2017,60,3.0,Kolkata,WB02,
Tata,Altroz XZ,Third Party,Petrol,5,"9,311",First Owner,1199,Manual,2021,19.33,86.83,113,Feb,2021,20,7.76,Kolkata,WB84,16
Maruti,Celerio X AMT VXI Option BSIV,Comprehensive,Petrol,5,"28,689",First Owner,998,Automatic,2019,21.63,67,90,Oct,2019,40,4.5,Kolkata,WB24,
Chevrolet,Enjoy Petrol LT 7 Seater,Third Party,Petrol,7,"44,113",First Owner,1399,Manual,2014,13.7,98.82,131,Feb,2015,75,2.82,Kolkata,WB26,
Maruti,Swift Dzire VDI,Third Party,Diesel,5,"71,109",First Owner,1248,Manual,2017,28.4,74.02,190,Nov,2017,60,5.5,Kolkata,WB02,
Mitsubishi,Pajero Sport 4X4 Dual Tone,Third Party,Diesel,7,"41,075",First Owner,2477,Manual,2016,13.5,175.56,400,Jun,2016,70,12.0,Kolkata,WB08,17
Maruti,Swift Dzire 1.2 Vxi BSIV,Not Available,Petrol,5,"39,629",First Owner,1197,Manual,2010,17.5,85.8,114,Oct,2010,75,2.5,Kolkata,JH01,14
MG,Hector Sharp DCT,Third Party insurance,Petrol,5,"14,700",First Owner,1451,Automatic,2019,13.96,141,250,Oct,2019,40,14.5,Kolkata,WB02,R17
Maruti,Ertiga SHVS VDI,Third Party insurance,Diesel,7,"41,000",First Owner,1248,Manual,2017,24.52,88.5,200,Nov,2017,60,6.0,Kolkata,WB02,
Maruti,Swift Dzire AMT ZXI Plus BS IV,Comprehensive,Petrol,5,"13,000",First Owner,1197,Automatic,2017,22,81.80,113,Dec,2017,60,5.99,Kolkata,WB20,15
Mahindra,Thar LX 4-Str Convert Top Diesel,Comprehensive,Diesel,4,"8,900",First Owner,2184,Manual,2022,15.2,130,300,Nov,2022,15,14.75,Kolkata,WB16,18
Hyundai,EON Magna Plus,Third Party,Petrol,5,"43,937",First Owner,814,Manual,2016,21.1,55.2,74.5,Dec,2016,70,3.0,Kolkata,WB24,
Renault,KWID 1.0 RXT Optional,Comprehensive,Petrol,5,"18,084",First Owner,999,Manual,2018,23.01,67,91,Sept,2018,50,3.16,Kolkata,WB06,
Honda,City i VTEC VX,Comprehensive,Petrol,5,"1,06,064",First Owner,1497,Manual,2015,17.4,117.3,145,Sept,2015,75,5.0,Kolkata,WB02,15
Hyundai,Aura SX Option,Comprehensive,Petrol,5,"22,100",First Owner,1197,Manual,2020,20.5,81.86,113.8,Apr,2020,30,6.71,Kolkata,WB08,15
Mercedes-Benz,E-Class E250 CDI Avantgarde,Comprehensive,Diesel,5,"41,510",Second Owner,2143,Automatic,2015,14.21,203,500,Apr,2015,75,21.99,Kolkata,WB02,17
Maruti,Vitara Brezza ZDi Plus Dual Tone,Comprehensive,Diesel,5,"19,000",First Owner,1248,Manual,2019,24.3,88.5,200,Nov,2019,40,8.5,Kolkata,WB84,16
Maruti,Swift VXI,Third Party,Petrol,5,"9,000",First Owner,1197,Manual,2020,21.21,81.80,113,Oct,2020,30,5.5,Kolkata,WB18,
Maruti,S-Presso VXI 2019-2022,Comprehensive,Petrol,5,"4,000",First Owner,998,Manual,2021,21.7,65.71,89,Sept,2021,20,4.25,Kolkata,WB02,
Jeep,Compass 2.0 Limited Plus BSIV,Comprehensive,Diesel,5,"27,000",First Owner,1956,Manual,2019,17.1,170.63,350,Dec,2019,40,17.25,Kolkata,WB94,18
Renault,KWID RXL BSVI,Comprehensive,Petrol,5,"7,000",First Owner,799,Manual,2021,25.17,53.3,72,Oct,2021,20,3.5,Kolkata,WB90,
Honda,City i VTEC VX,Third Party,Petrol,5,"23,000",First Owner,1497,Manual,2015,17.4,117.3,145,Dec,2016,75,4.99,Kolkata,WB06,15
Hyundai,Grand i10 1.2 Kappa Magna BSIV,Comprehensive,Petrol,5,"24,716",First Owner,1197,Manual,2018,18.9,81.86,113.75,Jun,2018,50,3.75,Kolkata,WB06,
Hyundai,Venue SX iMT,Comprehensive,Petrol,5,"11,300",First Owner,998,Manual,2020,18,118.35,171.6,Oct,2020,30,8.87,Kolkata,WB08,
Maruti,Swift VXi BSIV,Not Available,Petrol,5,"15,687",First Owner,1197,Manual,2010,16.1,8,113,Nov,2010,75,3.5,Kolkata,WB06,14
Kia,Sonet HTX Plus Turbo iMT DT,Comprehensive,Petrol,5,"16,000",First Owner,998,Manual,2021,18.2,118.36,172,Dec,2021,20,9.99,Kolkata,WB74,R16
Kia,Sonet 1.5 GTX Plus Diesel DT,Comprehensive,Diesel,5,"13,000",First Owner,1493,Manual,2020,,98.63,240,Dec,2020,30,10.99,Kolkata,WB74,R16
Hyundai,Grand i10 Nios Turbo Sportz Dual Tone,Comprehensive,Petrol,5,"10,000",First Owner,998,Manual,2021,20.7,98.63,171.61,Nov,2021,20,6.5,Kolkata,WB84,R15
Hyundai,Grand i10 Nios AMT Sportz,Comprehensive,Petrol,5,"33,000",First Owner,1197,Automatic,2019,20.7,81.86,113.8,Dec,2019,40,5.54,Kolkata,WB08,14
Volkswagen,Polo 1.2 MPI Comfortline,Third Party,Petrol,5,"39,276",Third Owner,1198,Manual,2014,16.47,74,110,Mar,2014,75,3.0,Kolkata,WB24,
Maruti,Wagon R LXI Minor,Third Party,Petrol,5,"26,611",Second Owner,1061,Manual,2008,18.9,67,84,Jan,2009,75,1.2,Kolkata,WB02,13
Maruti,Ritz VXi,Third Party,Petrol,5,"45,820",First Owner,1197,Manual,2014,18.5,85.80,114,Dec,2014,75,3.0,Kolkata,WB08,
Honda,Amaze S i-Vtech,Third Party,Petrol,5,"65,072",Second Owner,1198,Manual,2016,18,86.7,109,Jun,2016,70,3.5,Kolkata,WB12,
Hyundai,Creta 1.6 CRDi SX,Third Party,Diesel,5,"76,294",First Owner,1582,Manual,2016,19.67,126.2,259.9,Jun,2016,70,6.75,Kolkata,WB24,16
Mahindra,Marazzo M6 8Str,Third Party,Diesel,8,"43,000",First Owner,1497,Manual,2018,17.3,121,300,Dec,2018,50,8.25,Kolkata,WB38,
Hyundai,i20 Asta 1.2,Third Party,Petrol,5,"74,974",First Owner,1197,Manual,2017,18.6,81.83,114.7,Sept,2017,60,4.0,Kolkata,WB08,16
Mahindra,Xylo H8 ABS with Airbags,Third Party,Diesel,8,"55,000",First Owner,2179,Manual,2015,14.02,118.3,280,Dec,2015,75,5.5,Kolkata,WB02,15
Toyota,Glanza G CVT,Comprehensive,Petrol,5,"5,000",First Owner,1197,Automatic,2021,19.56,81.80,113,Dec,2021,20,7.99,Kolkata,WB18,R16
Tata,New Safari XZ Plus,Third Party,Diesel,7,"9,909",First Owner,1956,Manual,2022,16.14,167.67,350,Apr,2022,15,21.0,Kolkata,WB24,18
Tata,Indica eV2 LX,Third Party,Diesel,5,"1,21,532",First Owner,1396,Manual,2013,25,69,140,Jun,2013,75,0.7,Kolkata,WB02,
Jeep,Compass 2.0 Limited Plus BSIV,Comprehensive,Diesel,5,"22,000",First Owner,1956,Manual,2019,17.1,170.63,350,Dec,2019,40,17.25,Kolkata,WB02,18
Hyundai,i10 Magna 1.1L,Third Party,Petrol,5,"57,913",First Owner,1086,Manual,2016,19.81,68.05,99.04,Aug,2016,70,3.0,Kolkata,WB02,
Mahindra,Marazzo M2 8Str,Third Party,Diesel,8,"26,000",First Owner,1497,Manual,2020,17.3,120.96,300,Dec,2020,30,8.99,Kolkata,WB08,
Mahindra,XUV500 W10 2WD,Third Party,Diesel,7,"41,000",First Owner,2179,Manual,2018,16,140,330,Jan,2018,50,11.5,Kolkata,WB24,17
Hyundai,Verna VTVT 1.6 SX,Third Party,Petrol,5,"13,000",First Owner,1591,Manual,2019,17,121.3,151,Nov,2019,40,7.99,Kolkata,WB02,16
Honda,City i DTEC VX Option,Third Party,Diesel,5,"37,000",First Owner,1498,Manual,2015,25.1,98.6,200,Dec,2015,75,5.5,Kolkata,WB02,15
Maruti,Swift Dzire VDI,Third Party,Diesel,5,"61,552",First Owner,1248,Manual,2018,28.4,74.02,190,Jun,2018,50,5.0,Kolkata,WB02,
Ford,Ecosport 1.5 DV5 MT Titanium,Third Party,Diesel,5,"1,36,534",First Owner,1498,Manual,2015,22.7,89.84,204,Sept,2015,75,3.0,Kolkata,WB34,16
Hyundai,Verna 1.6 CRDi SX,Not Available,Diesel,5,"46,891",Second Owner,1582,Manual,2015,23.9,126.2,259.9,Mar,2015,75,4.3,Kolkata,WB26,16
Honda,City i VTEC VX,Zero Dep,Petrol,5,"55,547",First Owner,1497,Manual,2014,17.4,117.3,145,Oct,2014,75,5.0,Kolkata,WB02,15
Honda,Amaze V Petrol BSIV,Third Party,Petrol,5,"34,084",First Owner,1199,Manual,2018,19.5,88.76,110,Jun,2018,50,4.85,Kolkata,WB02,
Maruti,Alto 800 LXI,Not Available,Petrol,5,"2,488",First Owner,796,Manual,2019,22.05,47.33,69,Jun,2019,40,3.02,Kolkata,WB02,
Hyundai,i20 Active 1.2,Not Available,Petrol,5,"34,551",First Owner,1197,Manual,2016,17.19,81.86,114.73,Jan,2017,70,4.2,Kolkata,WB02,16
Tata,New Safari XZ Plus Gold,Comprehensive,Diesel,7,"17,000",First Owner,1956,Manual,2021,16.14,167.67,350,Nov,2021,20,19.0,Kolkata,WB26,18
Hyundai,i20 Sportz 1.2,Third Party,Petrol,5,"80,906",First Owner,1197,Manual,2015,18.6,81.83,114.7,Jun,2015,75,3.0,Kolkata,WB02,
Renault,KWID 1.0 RXT,Not Available,Petrol,5,"31,663",First Owner,999,Manual,2016,23.01,67,91,Jan,2017,70,2.5,Kolkata,UP32,
Hyundai,Creta 1.6 VTVT SX Plus,Third Party,Petrol,5,"64,569",First Owner,1591,Manual,2016,13,121.3,151,Oct,2016,70,7.0,Kolkata,WB02,17
Maruti,Baleno Zeta,Third Party,Petrol,5,"10,945",First Owner,1197,Manual,2020,21.01,81.80,113,Feb,2020,30,6.5,Kolkata,WB02,R16
Maruti,Wagon R VXI BS IV,Third Party,Petrol,5,"16,245",First Owner,998,Manual,2015,20.51,67.04,90,Dec,2015,75,2.7,Kolkata,WB02,
Hyundai,i10 Magna,Third Party,Petrol,5,"52,822",Third Owner,1197,Manual,2009,20.36,78.9,111.7,Mar,2009,75,1.5,Kolkata,WB06,13
Hyundai,i20 Asta 1.2,Not Available,Petrol,5,"63,562",First Owner,1197,Manual,2015,18.6,81.83,114.7,Jun,2015,75,4.0,Kolkata,BR01,16
Honda,Amaze S i-Vtech,Comprehensive,Petrol,5,"34,150",First Owner,1198,Manual,2014,18,86.7,109,Apr,2014,75,2.5,Kolkata,WB06,
Hyundai,EON Era Plus,Not Available,Petrol,5,"45,179",First Owner,814,Manual,2015,21.1,55.2,74.5,Oct,2015,75,3.0,Kolkata,WB18,
Audi,A4 35 TDI Technology,Not Available,Diesel,5,"33,649",First Owner,1968,Automatic,2017,18.25,187.74,400,Oct,2017,60,20.0,Kolkata,WB02,17
Chevrolet,Enjoy TCDi LT 7 Seater,Not Available,Diesel,7,"61,563",First Owner,1248,Manual,2014,18.2,73.8,172.5 ,Feb,2014,75,3.0,Kolkata,WB08,
Maruti,Alto 800 LXI,Not Available,Petrol,5,"31,970",First Owner,796,Manual,2014,22.74,47.3,69,Apr,2014,75,3.0,Kolkata,WB02,
Maruti,Swift Dzire 1.2 Vxi BSIV,Third Party,Petrol,5,"46,658",First Owner,1197,Manual,2010,17.5,85.8,114,Jun,2010,75,3.0,Kolkata,WB06,14
Toyota,Yaris V BSIV,Comprehensive,Petrol,5,"13,236",Second Owner,1496,Manual,2018,17.1,105.5,140,Feb,2019,50,7.5,Kolkata,WB12,15
