Brand,Model,Insurance Validity,Fuel Type,Seats,Kms Driven (in kms),RTO,Ownership,Engine Displacement (in cc),Transmission,Year of Manufacture,Max Power (in bhp),Torque (in nm),Wheel Size,Registration Month,Registration Year,Depreciation Rate (in %),Price (in lacs),City,Mileage (in kmpl)
Mercedes-Benz,GLA Class 200 CDI SPORT,Third Party insurance,Diesel,5,"74,000",TS07,First Owner,2143,Automatic,2014,136,300,18,Aug,2014,75,21.99,Bangalore,17.9
Hyundai,EON Sportz,Third Party,Petrol,5,"86,599",TS08,First Owner,814,Manual,2018,55.2,74.5,,Jun,2018,50,3.4,Bangalore,21.1
Tata,Altroz XZ,Third Party,Petrol,5,"19,152",TS11,First Owner,1199,Manual,2020,86.83,113,16,Jun,2020,30,7.94,Bangalore,19.33
Mahindra,XUV300 W8 Diesel BSIV,Third Party,Diesel,5,"54,121",TS26,First Owner,1497,Manual,2019,115,300,17,Jun,2019,40,9.7,Bangalore,20
Honda,City 1.5 S MT,Third Party,Petrol,5,"73,039",AP09,First Owner,1497,Manual,2011,"118PS at 6,600 ",146Nm at 4800 r,15,Jun,2011,75,4.15,Bangalore,17
Ford,Ecosport 1.5 Diesel Titanium,Third Party,Diesel,5,"19,068",TS27,Second Owner,1498,Manual,2020,98.96,215,R16,Jun,2020,30,9.64,Bangalore,21.7
Hyundai,i10 Sportz 1.2,Third Party,Petrol,5,"48,585",AP28,Second Owner,1197,Manual,2010,78.9,111.8,13,Jun,2010,75,2.84,Bangalore,20.36
Hyundai,i20 N Line N8 DCT Dual Tone,Third Party,Petrol,5,"10,975",TS08,First Owner,998,Automatic,2022,118.41,172,16,Jun,2022,15,12.89,Bangalore,20.25
Mercedes-Benz,C-Class C 220d Avantgarde Edition C,Comprehensive,Diesel,5,"21,249",KA05,Second Owner,2143,Automatic,2018,167.62,400,17,Jun,2018,50,32.9,Bangalore,19.27
Renault,Kiger RXZ AMT DT,Third Party insurance,Petrol,5,"15,462",TS08,First Owner,999,Automatic,2021,71.01,96,16,Jun,2021,20,8.35,Bangalore,19.03
Maruti,XL6 Alpha AT,Comprehensive,Petrol,6,"14,618",TS26,First Owner,1462,Automatic,2022,101.65,136.8,16,Jun,2022,15,12.97,Bangalore,20.27
Hyundai,i10 Era,Third Party insurance,Petrol,5,"35,000",AP09,First Owner,1086,Manual,2012,68.05,99.04,,Jul,2012,75,3.1,Bangalore,19.81
Maruti,Ritz VXi,Third Party insurance,Petrol,5,"44,000",AP28,First Owner,1197,Manual,2011,85.80,114,,Jun,2011,75,3.4,Bangalore,18.5
Chevrolet,Sail 1.3 LS,Third Party insurance,Diesel,5,"93,000",TS08,First Owner,1248,Manual,2013,74,190,,Jun,2014,75,3.5,Bangalore,22.1
Maruti,Ritz VDi,Third Party insurance,Diesel,5,"56,000",AP29,First Owner,1248,Manual,2013,73.94,190,,Jul,2013,75,4.5,Bangalore,23.2
Honda,City S,Third Party insurance,Petrol,5,"78,000",AP28,First Owner,1497,Manual,2009,116.4,146,15,Jul,2009,75,3.85,Bangalore,16.8
Maruti,Alto 800 LXI,Third Party insurance,Petrol,5,"1,01,000",TS09,First Owner,796,Manual,2016,47.3,69,,Feb,2017,70,3.1,Bangalore,22.74
Ford,Fiesta 1.4 SXI Duratorq,Third Party insurance,Diesel,5,"72,000",AP29,First Owner,1399,Manual,2010,67,160,14,Oct,2010,75,3.75,Bangalore,17.8
Renault,KWID Climber 1.0 AMT BSIV,Comprehensive,Petrol,5,"36,601",TS08,First Owner,999,Automatic,2019,67,91,,Jun,2019,40,4.94,Bangalore,24.04
Hyundai,EON Era Plus,Comprehensive,Petrol,5,"40,112",TS07,First Owner,814,Manual,2016,55.2,74.5,,Jun,2016,70,2.98,Bangalore,21.1
Maruti,Vitara Brezza ZDi AMT,Comprehensive,Diesel,5,"82,638",TS07,First Owner,1248,Automatic,2018,88.5,200,16,Jun,2018,50,8.81,Bangalore,24.3
Maruti,Alto K10 VXI,Comprehensive,Petrol,5,"86,457",TS15,First Owner,998,Manual,2017,67.05,90,,Jun,2017,60,3.52,Bangalore,23.95
Tata,Tiago 1.2 Revotron XZA,Comprehensive,Petrol,5,"23,115",TS07,First Owner,1199,Automatic,2018,83.83,114,14,Jun,2018,50,5.97,Bangalore,23.84
Hyundai,i20 Asta Opt Turbo DCT,Comprehensive,Petrol,5,"28,032",TS07,First Owner,998,Automatic,2020,118.41,171.62,16,Jun,2020,30,10.27,Bangalore,20.28
Kia,Seltos GTX Plus,Comprehensive,Petrol,5,"80,936",TS12,First Owner,1353,Manual,2019,138.08,242,17,Jun,2019,40,17.13,Bangalore,16.5
Renault,KWID 1.0 Neotech AMT,Third Party,Petrol,5,"12,248",TS08,First Owner,999,Automatic,2020,67,91,,Jun,2020,30,5.04,Bangalore,22
Chevrolet,Enjoy TCDi LTZ 7 Seater,Third Party insurance,Diesel,7,"55,000",AP29,First Owner,1248,Manual,2013,73.8,172.5 ,14,Nov,2013,75,5.5,Bangalore,18.2
Honda,Mobilio E i-VTEC,Third Party insurance,Petrol,7,"59,000",TS09,First Owner,1497,Manual,2014,117.3,145,,Sept,2014,75,5.75,Bangalore,17.3
Hyundai,Verna CRDi SX,Third Party insurance,Diesel,5,"75,000",AP29,First Owner,1493,Manual,2008,,,14,Sept,2008,75,2.99,Bangalore,16.8
Hyundai,Grand i10 1.2 Kappa Asta,Third Party insurance,Petrol,5,"35,000",TS10,First Owner,1197,Manual,2018,81.86,113.75,14,Sept,2018,50,6.45,Bangalore,18.9
Hyundai,Verna 1.6 CRDi AT SX,Third Party insurance,Diesel,5,"60,000",TS08,First Owner,1582,Automatic,2015,126.2,259.9,16,Aug,2015,75,8.5,Bangalore,19.08
Mercedes-Benz,C-Class 220 CDI AT,Third Party insurance,Diesel,5,"1,06,000",AP09,First Owner,2143,Automatic,2011,170,400,16,Sept,2011,75,11.25,Bangalore,14.84
Volkswagen,Vento Petrol Highline,Third Party insurance,Petrol,5,"16,049",TS07,First Owner,1598,Manual,2021,103.6,153,15,Apr,2021,20,15.2,Bangalore,15.04
Honda,City VTEC,Third Party insurance,Petrol,5,"18,039",TS13,First Owner,1493,Manual,2021,106 ,13.5 k,14,Sept,2021,20,12.9,Bangalore,16
Hyundai,Verna SX Opt,Comprehensive,Petrol,5,"14,862",TS08,First Owner,1497,Manual,2021,113.18,143.8,16,Jun,2021,20,13.34,Bangalore,17.7
Maruti,Baleno Alpha CVT,Third Party,Petrol,5,"6,559",TS07,First Owner,1197,Automatic,2021,81.80,113,R16,Jun,2021,20,9.76,Bangalore,19.56
Maruti,Alto 800 VXI,Third Party,Petrol,5,"13,442",TS12,First Owner,796,Manual,2021,47.33,69,,Jun,2021,20,4.3,Bangalore,22.05
Maruti,Celerio ZXI Optional MT BSIV,Comprehensive,Petrol,5,"90,178",TS08,First Owner,998,Manual,2018,67.04,90,14,Jun,2018,50,4.94,Bangalore,23.1
Tata,Tiago 1.2 Revotron XT,Third Party,Petrol,5,"44,153",TS08,First Owner,1199,Manual,2018,84,114,,Jun,2018,50,4.95,Bangalore,23.84
Maruti,Celerio ZXI Optional AMT BSIV,Comprehensive,Petrol,5,"74,719",TS08,Second Owner,998,Automatic,2018,67.04,90,,Jun,2018,50,4.98,Bangalore,23.1
Maruti,Wagon R VXI Optional,Third Party,Petrol,5,"41,202",TS09,First Owner,998,Manual,2017,67.04,90,,Jun,2017,60,4.32,Bangalore,20.51
Hyundai,Venue SX Plus Turbo DCT DT,Third Party,Petrol,5,"23,593",TS08,First Owner,998,Automatic,2020,118.35,171.6,16,Jun,2020,30,11.56,Bangalore,18.15
Maruti,Alto 800 LXI,Third Party,Petrol,5,"58,273",TS07,Second Owner,796,Manual,2018,47.3,69,,Jun,2018,50,3.03,Bangalore,24.7
Maruti,Swift VXI,Third Party,Petrol,5,"87,813",TS10,First Owner,1197,Manual,2020,81.80,113,,Jun,2020,30,7.2,Bangalore,21.21
Maruti,Alto 800 VXI,Third Party,Petrol,5,"27,588",TS08,First Owner,796,Manual,2017,47.3,69,,Jun,2017,60,3.19,Bangalore,24.7
BMW,X1 sDrive20d,Third Party insurance,Diesel,5,"1,01,000",AP28,First Owner,1995,Automatic,2011,184,380,17,Aug,2011,75,10.99,Bangalore,17.05
Hyundai,i20 Active 1.2 SX,Third Party insurance,Petrol,5,"53,000",TS08,First Owner,1197,Manual,2017,81.86,114.73,16,Oct,2017,60,7.9,Bangalore,17.19
Maruti,Wagon R AMT VXI,Third Party insurance,Petrol,5,"48,000",TS09,First Owner,998,Automatic,2016,67,90,,Sept,2016,70,4.9,Bangalore,20.51
Maruti,Wagon R AMT VXI,Third Party insurance,Petrol,5,"70,000",TS08,First Owner,998,Automatic,2016,67,90,,Sept,2016,70,4.6,Bangalore,20.51
Mahindra,XUV500 W6 2WD,Third Party insurance,Diesel,7,"75,000",AP09,First Owner,2179,Manual,2013,140,330,,Oct,2013,75,6.5,Bangalore,16
Volvo,S60 D3,Third Party insurance,Diesel,5,"85,000",AP29,First Owner,1985,Automatic,2012,163,400,17,Oct,2012,75,8.65,Bangalore,18.5
Ford,Figo Diesel ZXI,Third Party insurance,Diesel,5,"61,000",AP09,First Owner,1399,Manual,2011,68,160,14,Jun,2011,75,3.1,Bangalore,20
Audi,A6 35 TDI Premium,Third Party insurance,Diesel,5,"78,000",TS09,First Owner,1968,Automatic,2015,174.33,380,17,May,2015,75,24.99,Bangalore,17.68
Toyota,Etios V,Third Party,Petrol,5,"68,152",AP29,Second Owner,1496,Manual,2011,,,15,Jun,2011,75,3.7,Bangalore,17.6
Tata,Altroz XZ Plus Turbo Dark Edition,Third Party,Petrol,5,"9,930",TS07,First Owner,1199,Manual,2022,108.48,140,16,Jun,2022,15,8.92,Bangalore,18.5
Tata,Tiago 1.2 Revotron XZA,Comprehensive,Petrol,5,"84,658",TS09,First Owner,1199,Automatic,2018,83.83,114,14,Jun,2018,50,5.89,Bangalore,23.84
Maruti,Ignis Delta AMT,Comprehensive,Petrol,5,"73,779",TS10,Second Owner,1197,Automatic,2017,81.80,113,,Jun,2017,60,4.88,Bangalore,20.89
Maruti,Alto 800 LXI,Third Party,Petrol,5,"64,467",TS11,Second Owner,796,Manual,2018,47.3,69,,Jun,2018,50,2.96,Bangalore,24.7
Maruti,Wagon R AMT VXI,Comprehensive,Petrol,5,"80,188",TS08,First Owner,998,Automatic,2018,67,90,,Jun,2018,50,4.97,Bangalore,20.51
Maruti,Alto 800 LXI,Third Party,Petrol,5,"68,961",AP37,First Owner,796,Manual,2014,47.3,69,,Jun,2014,75,2.4,Bangalore,22.74
Maruti,Swift Dzire VDI,Third Party,Diesel,5,"97,854",TS11,First Owner,1248,Manual,2017,74.02,190,,Jun,2017,60,6.81,Bangalore,28.4
Maruti,Swift VXI,Third Party,Petrol,5,"43,848",TS04,First Owner,1197,Manual,2019,81.80,113,,Jun,2019,40,6.81,Bangalore,21.21
Hyundai,Verna VTVT 1.6 AT SX Option,Third Party,Petrol,5,"70,660",TS07,First Owner,1591,Automatic,2019,121.3,151,16,Jun,2019,40,10.38,Bangalore,17
Hyundai,i10 Sportz 1.1L,Third Party,Petrol,5,"52,468",TS08,Second Owner,1086,Manual,2015,68.05,99.04,,Jun,2015,75,3.89,Bangalore,19.81
Hyundai,i20 1.4 Sportz,Third Party insurance,Diesel,5,"99,000",TS12,First Owner,1396,Manual,2018,88.73,219.7,,Jul,2018,50,8.25,Bangalore,22.54
Jeep,Compass 2.0 Sport,Third Party insurance,Diesel,5,"52,000",TS07,First Owner,1956,Manual,2017,170,350,,Sept,2017,60,15.99,Bangalore,17.1
Toyota,Qualis FS F7,Third Party insurance,Diesel,8,"2,60,000",AP10,First Owner,2446,Manual,2003,,,14,Sept,2003,75,4.9,Bangalore,
Maruti,Wagon R LXI BSII,Third Party insurance,Petrol,5,"49,000",AP31,First Owner,998,Manual,2006,67.1,90,13,Aug,2006,75,2.1,Bangalore,18.9
Volvo,S60 D5 Summum,Third Party insurance,Diesel,5,"1,20,000",AP09,First Owner,2400,Automatic,2011,215,440,17,Aug,2011,75,11.0,Bangalore,13.2
Hyundai,Santro Xing XO,Third Party insurance,Petrol,5,"85,000",AP12,First Owner,1086,Manual,2007,,,13,Oct,2007,75,1.9,Bangalore,17
Honda,City VTEC,Third Party insurance,Petrol,5,"57,000",AP10,First Owner,1493,Manual,2007,106 ,13.5 k,14,Aug,2007,75,3.1,Bangalore,16
Audi,A4 2.0 TDI,Third Party insurance,Diesel,5,"66,000",TS09,First Owner,1968,Automatic,2013,147.51,320,16,Sept,2013,75,12.99,Bangalore,16.55
Maruti,Swift AMT VXI,Third Party,Petrol,5,"72,516",TS09,First Owner,1197,Automatic,2018,81.80,113,,Jun,2018,50,6.73,Bangalore,21.21
Hyundai,i10 Sportz,Comprehensive,Petrol,5,"94,601",AP28,First Owner,1197,Manual,2012,78.9,111.8,13,Jun,2012,75,3.17,Bangalore,20.36
Maruti,Swift VXI,Third Party,Petrol,5,"82,591",TS12,First Owner,1197,Manual,2021,88.50,113,,Jun,2021,20,6.21,Bangalore,22.38
Maruti,Vitara Brezza ZXI,Third Party,Petrol,5,"32,009",AP39,First Owner,1462,Manual,2021,103.26,138,R16,Jun,2021,20,9.39,Bangalore,17.03
Hyundai,i20 Asta Option 1.4 CRDi,Comprehensive,Diesel,5,"77,994",TS08,First Owner,1396,Manual,2016,88.73,219.7,16,Jun,2016,70,6.56,Bangalore,22.54
Maruti,Ciaz VDi Plus SHVS,Third Party,Diesel,5,"70,962",TS09,First Owner,1248,Manual,2016,88.5,200,,Jun,2016,70,6.94,Bangalore,28.09
Volkswagen,Jetta 1.4 TSI Comfortline,Comprehensive,Petrol,5,"16,621",TS09,First Owner,1390,Manual,2016,120.3,200,16,Jun,2016,70,13.3,Bangalore,14.69
Maruti,Swift VDI Optional,Third Party,Diesel,5,"80,088",TS13,Second Owner,1248,Manual,2015,74,190,,Jun,2015,75,5.43,Bangalore,25.2
Hyundai,i10 Asta AT,Third Party,Petrol,5,"49,688",AP09,First Owner,1197,Automatic,2013,78.9,111.8,13,Jun,2013,75,4.53,Bangalore,16.95
Toyota,Corolla Altis GL MT,Third Party,Petrol,5,"88,653",TS08,First Owner,1798,Manual,2014,138.03,173,16,Jun,2014,75,7.88,Bangalore,14.28
Tata,Tiago XZ Plus,Zero Dep,Petrol,5,"68,801",TS07,First Owner,1199,Manual,2019,83.83,114,15,Jun,2019,40,6.54,Bangalore,23.84
Ford,Figo Diesel Titanium,Third Party insurance,Diesel,5,"90,000",AP09,First Owner,1399,Manual,2010,68,160,14,Oct,2010,75,2.99,Bangalore,20
Ford,Fiesta EXi 1.4 TDCi Ltd,Third Party insurance,Diesel,5,"53,000",AP29,First Owner,1399,Manual,2011,,16,14,Sept,2011,75,3.25,Bangalore,17.8
Mercedes-Benz,E-Class E250 CDI Avantgrade,Third Party insurance,Diesel,5,"1,01,000",AP09,First Owner,2143,Automatic,2013,201.1,500,17,Aug,2013,75,21.5,Bangalore,13
Volkswagen,Passat Diesel Comfortline AT,Third Party insurance,Diesel,5,"1,05,000",AP16,First Owner,1968,Automatic,2011,167.7,350,16,Jul,2011,75,6.99,Bangalore,14.3
Volvo,S60 D3,Third Party insurance,Diesel,5,"1,07,000",AP09,First Owner,1985,Automatic,2012,163,400,17,Jun,2012,75,9.99,Bangalore,18.5
Hyundai,i10 Magna,Third Party insurance,Petrol,5,"69,000",AP09,First Owner,1197,Manual,2012,78.9,111.7,13,Aug,2012,75,3.45,Bangalore,20.36
Honda,Amaze S i-VTEC,Third Party insurance,Petrol,5,"35,000",TS07,First Owner,1198,Manual,2017,86.7,109,,Jul,2017,60,6.5,Bangalore,17.8
Hyundai,Verna 1.6 VTVT,Third Party insurance,Petrol,5,"76,000",AP28,First Owner,1591,Manual,2011,121.3,154.9,15,Jun,2011,75,4.75,Bangalore,17.01
Maruti,Alto 800 LXI Opt BSIV,Comprehensive,Petrol,5,"47,566",TS34,First Owner,796,Manual,2019,47.3,69,,Jun,2019,40,3.28,Bangalore,24.7
Maruti,Alto 800 VXI,Comprehensive,Petrol,5,"13,862",TS08,First Owner,796,Manual,2017,47.3,69,,Jun,2017,60,3.22,Bangalore,24.7
Renault,Kiger RXZ AMT,Third Party,Petrol,5,"13,368",TS07,First Owner,999,Automatic,2021,71.01,96,16,Jul,2021,20,10.88,Bangalore,19.03
Hyundai,Grand i10 Sportz,Comprehensive,Petrol,5,"47,899",AP13,First Owner,1197,Manual,2014,82,114,,Jun,2014,75,4.49,Bangalore,18.9
Honda,Jazz VX CVT,Third Party,Petrol,5,"16,785",TS08,First Owner,1199,Automatic,2019,88.7,110,15,Jun,2019,40,7.87,Bangalore,18.2
Hyundai,Creta 1.4 S,Third Party,Diesel,5,"53,005",TS09,First Owner,1396,Manual,2019,88.7,219.7,16,Jun,2019,40,8.73,Bangalore,22.1
Mahindra,Thar LX 4-Str Convert Top Diesel AT,Third Party,Diesel,4,"36,109",TS08,First Owner,2184,Automatic,2021,130,300,18,Jun,2021,20,16.26,Bangalore,
Hyundai,Santro Sportz Executive CNG,Third Party,CNG,5,"12,745",TS10,First Owner,1086,Manual,2021,59.18,85.32,,Jun,2021,20,6.59,Bangalore,30.48 
Datsun,GO T BSIV,Third Party insurance,Petrol,5,"61,000",TS11,First Owner,1198,Manual,2014,67,104,,Jul,2014,75,2.99,Bangalore,20.63
Jaguar,XJ 3.0L,Third Party insurance,Diesel,4,"66,000",TS09,First Owner,2993,Automatic,2013,271.2,600,19,Jun,2013,75,35.0,Bangalore,10.5
Skoda,Superb 2.5 TDi AT,Third Party insurance,Diesel,5,"1,33,000",AP09,First Owner,2496,Automatic,2007,16,35,16,Jun,2007,75,2.79,Bangalore,11.9
Mahindra,Bolero SLE,Third Party insurance,Diesel,7,"80,000",AP10,First Owner,2523,Manual,2012,62.1,195,,Sept,2012,75,3.99,Bangalore,15.96
Hyundai,Creta 1.6 E Plus,Third Party insurance,Petrol,5,"34,000",TS08,First Owner,1591,Manual,2018,121.3,151,,Jun,2018,50,10.99,Bangalore,15.8
Mercedes-Benz,C-Class 180 elegance,Third Party insurance,Petrol,5,"1,35,000",AP28,First Owner,,Manual,2002,,,16,Jul,2002,75,2.25,Bangalore,
Volvo,S60 D5 Summum,Third Party insurance,Diesel,5,"92,000",AP28,First Owner,2400,Automatic,2012,215,440,17,Jun,2012,75,11.5,Bangalore,13.2
Chevrolet,Beat Diesel LT,Third Party insurance,Diesel,5,"41,000",AP09,First Owner,936,Manual,2012,57.6,150,14,Jun,2012,75,3.2,Bangalore,25.44
Toyota,Innova 2.5 G4 Diesel 8-seater,Third Party insurance,Diesel,8,"2,36,000",AP09,First Owner,2494,Manual,2008,,20,15,May,2008,75,4.99,Bangalore,12.8
Toyota,Innova 2.5 G4 Diesel 8-seater,Third Party insurance,Diesel,8,"1,52,000",AP21,First Owner,2494,Manual,2008,,20,15,Jul,2008,75,6.5,Bangalore,12.8
Hyundai,Grand i10 CRDi Asta,Third Party insurance,Diesel,5,"63,000",TS07,First Owner,1120,Manual,2015,70,160,14,Aug,2015,75,5.45,Bangalore,24
Volvo,XC60 D4 Momentum,Third Party insurance,Diesel,5,"1,03,000",TS09,First Owner,1984,Automatic,2016,181,400,18,Sept,2016,70,18.5,Bangalore,14.7
Volvo,XC90 D5 AT AWD,Third Party insurance,Diesel,7,"98,000",AP09,First Owner,2400,Automatic,2009,200,420,17,Oct,2009,75,9.99,Bangalore,11.1
Jeep,Compass 1.4 Sport,Third Party insurance,Petrol,5,"23,000",TS09,First Owner,1368,Manual,2019,160,250,,Jul,2019,40,17.5,Bangalore,16
Jeep,Compass 1.4 Sport Plus BSIV,Third Party insurance,Petrol,5,"9,800",TS08,First Owner,1368,Manual,2019,160,250,,Jun,2019,40,17.5,Bangalore,16
Hyundai,Santro Xing GLS,Third Party insurance,Petrol,5,"73,000",AP29,First Owner,1086,Manual,2010,62.1,96.1,13,Aug,2010,75,2.65,Bangalore,17.92
Mercedes-Benz,E-Class E250 CDI Avantgarde,Third Party insurance,Diesel,5,"54,000",AP28,First Owner,2143,Automatic,2011,203,500,17,Jun,2011,75,14.5,Bangalore,14.21
Ford,Figo Petrol ZXI,Third Party insurance,Petrol,5,"55,000",AP13,First Owner,1196,Manual,2010,70,102,14,Aug,2010,75,2.95,Bangalore,15.6
Hyundai,Grand i10 AT Asta,Third Party insurance,Petrol,5,"54,000",TS07,First Owner,1197,Automatic,2015,82,114,14,Jun,2015,75,5.75,Bangalore,18.9
Hyundai,Verna CRDi,Third Party insurance,Diesel,5,"65,000",AP10,First Owner,1493,Manual,2010,,,14,Aug,2010,75,3.9,Bangalore,16.8
Ford,Figo Diesel Titanium,Third Party insurance,Diesel,5,"51,000",AP29,First Owner,1399,Manual,2010,68,160,14,Sept,2010,75,2.99,Bangalore,20
Honda,Amaze V CVT Diesel BSIV,Third Party insurance,Diesel,5,"51,000",TS08,First Owner,1498,Automatic,2018,78.9,160,,Aug,2018,50,8.99,Bangalore,23.8
Renault,KWID 1.0 RXT,Comprehensive,Petrol,5,"19,144",TS11,First Owner,999,Manual,2022,67.06,91,,Apr,2022,15,4.8,Bangalore,21.46
Hyundai,i20 1.4 CRDi Magna,Comprehensive,Diesel,5,"75,641",AP12,First Owner,1396,Manual,2010,90PS at 4000,22.4 kgm at 1750-2750r,14,May,2011,75,3.2,Bangalore,21.9
Hyundai,Verna VTVT 1.6 AT SX Plus,Comprehensive,Petrol,5,"12,000",TS07,First Owner,1591,Automatic,2019,121.3,151,16,Jul,2019,40,10.95,Bangalore,17
Ford,Ecosport 1.5 Diesel Titanium BSIV,Third Party insurance,Diesel,5,"85,000",TS07,First Owner,1498,Manual,2016,98.96,205,16,Jul,2016,70,6.95,Bangalore,23
Maruti,SX4 S Cross Sigma,Comprehensive,Petrol,5,"33,118",TS08,First Owner,1462,Manual,2021,103.25,138,,Oct,2021,20,9.5,Bangalore,18.55
Maruti,Wagon R VXI BS IV,Not Available,Petrol,5,"18,685",TS08,First Owner,998,Manual,2015,67.04,90,,Jan,2016,75,3.5,Bangalore,20.51
Maruti,Swift ZXI,Third Party insurance,Petrol,5,"29,810",TS07,First Owner,1197,Manual,2018,81.80,113,R15,Mar,2018,50,6.5,Bangalore,21.21
BMW,5 Series 520d Sedan,Not Available,Diesel,5,"58,217",TS09,First Owner,1995,Automatic,2012,,35,17,Apr,2012,75,16.0,Bangalore,18.48
Hyundai,Xcent 1.2 VTVT S,Not Available,Petrol,5,"20,050",AP03,First Owner,1197,Manual,2018,81.86,113.75,,Nov,2018,50,5.0,Bangalore,20.14
Hyundai,i20 Asta 1.4 CRDi,Third Party insurance,Diesel,5,"96,789",AP10,First Owner,1396,Manual,2012,88.73,219.7,16,Mar,2012,75,4.25,Bangalore,22.54
Maruti,Vitara Brezza ZDi,Third Party insurance,Diesel,5,"1,17,525",TS15,First Owner,1248,Manual,2018,88.5,200,16,Mar,2018,50,9.25,Bangalore,24.3
Volkswagen,Polo 1.5 TDI Comfortline,Third Party insurance,Diesel,5,"78,269",AP28,First Owner,1498,Manual,2013,88.8,230,,Mar,2013,75,3.9,Bangalore,20.14
Hyundai,i20 Magna Plus BSIV,Not Available,Petrol,5,"45,304",TS08,Second Owner,1197,Manual,2019,81.86,117,,Nov,2019,40,6.0,Bangalore,18.6
Mercedes-Benz,E-Class E 200 CGI,Third Party insurance,Petrol,5,"64,028",TS09,First Owner,1991,Automatic,2015,184,300,17,Jul,2015,75,17.95,Bangalore,12
Mercedes-Benz,GLE 350d,Third Party insurance,Diesel,5,"81,321",TS10,First Owner,2987,Automatic,2016,254.79,620,19,Jul,2016,70,39.5,Bangalore,11.57
Volkswagen,Polo Diesel Trendline 1.2L,Third Party insurance,Diesel,5,"85,321",AP09,First Owner,1199,Manual,2011,73.9,180,14,Sept,2011,75,3.5,Bangalore,22.07
Volkswagen,Polo 1.5 TDI Highline,Third Party insurance,Diesel,5,"96,338",TS07,First Owner,1498,Manual,2017,88.8,230,15,Sept,2017,60,6.95,Bangalore,20.14
Maruti,Ciaz VDi Plus,Third Party insurance,Diesel,5,"81,756",TS10,First Owner,1248,Manual,2014,88.5,200,,Sept,2014,75,6.1,Bangalore,26.21
Land,Rover Freelander 2 SE,Third Party insurance,Diesel,5,"77,649",TS09,First Owner,2179,Automatic,2014,147.51,420,17,Oct,2014,75,21.0,Bangalore,12.39
MG,Hector Sharp DCT,Third Party insurance,Petrol,5,"53,397",TS10,First Owner,1451,Automatic,2020,141,250,R17,Jul,2020,30,16.75,Bangalore,13.96
Maruti,Vitara Brezza LDi,Not Available,Diesel,5,"54,546",TS11,Second Owner,1248,Manual,2018,88.5,200,,Nov,2018,50,7.0,Bangalore,24.3
Porsche,Cayenne Platinum Edition,Comprehensive,Petrol,5,"20,500",PB10,First Owner,2995,Automatic,2020,420,550,18,Feb,2020,30,1.25,Bangalore,12.5
BMW,3 Series Gran Limousine 330 Li Luxury Line,Comprehensive,Petrol,5,"7,500",UP14,First Owner,1998,Automatic,2022,254.79,400,17,Jul,2022,15,58.0,Bangalore,15.3
BMW,5 Series 530i Sport Line,Comprehensive,Petrol,5,"37,000",DL10,First Owner,1998,Automatic,2017,252,350,18,Dec,2017,60,40.0,Bangalore,15.56
Mercedes-Benz,S-Class S 350 d,Comprehensive,Diesel,5,"17,000",HR26,First Owner,2925,Automatic,2021,281.61,600,18,Feb,2021,20,1.1,Bangalore,13.5
Land,Rover Discovery Sport TD4 HSE,Comprehensive,Diesel,5,"46,000",UP14,First Owner,1999,Automatic,2019,147.5,400,17,Aug,2019,40,45.75,Bangalore,12.63
Porsche,Macan S,Third Party insurance,Petrol,5,"3,800",HR26,First Owner,2894,Automatic,2022,375.48,520,20,Apr,2022,15,90.0,Bangalore,
Audi,Q8 Celebration Edition,Comprehensive,Petrol,5,"28,000",HR26,First Owner,2995,Automatic,2022,335.25,500,19,Mar,2022,15,1.01,Bangalore,9.8
Skoda,Slavia 1.0 TSI Style AT,Zero Dep,Petrol,5,"1,515",TS07,First Owner,999,Automatic,2022,113.98,178,16,Jan,2023,15,17.0,Bangalore,18.07
Toyota,Innova 2.5 G (Diesel) 7 Seater BS IV,Not Available,Diesel,8,"2,49,903",TS03,Third Owner,2494,Manual,2011,,20,15,Mar,2011,75,5.21,Bangalore,12.8
Maruti,Swift Dzire VDI,Third Party insurance,Diesel,5,"73,000",TS10,First Owner,1248,Manual,2017,74,190,,Jul,2017,60,7.55,Bangalore,26.59
Hyundai,Grand i10 Magna,Third Party insurance,Petrol,5,"80,000",TS07,First Owner,1197,Manual,2014,82,114,,Sept,2014,75,4.3,Bangalore,18.9
Toyota,Innova Crysta 2.4 ZX MT BSIV,Third Party insurance,Diesel,7,"1,29,000",TS07,First Owner,2393,Manual,2018,147.8,343,17,Oct,2018,50,22.5,Bangalore,13.68
Honda,Brio S MT,Third Party,Petrol,5,"58,528",AP11,First Owner,1198,Manual,2012,86.8,109,,Jun,2012,75,3.68,Bangalore,19.4
Toyota,Yaris V CVT BSIV,Third Party,Petrol,5,"18,797",TS09,First Owner,1496,Automatic,2018,105.5,140,15,Jun,2018,50,9.36,Bangalore,17.8
Honda,Brio S MT,Third Party,Petrol,5,"71,911",AP10,First Owner,1198,Manual,2013,86.8,109,,Jun,2013,75,3.59,Bangalore,19.4
Toyota,Yaris J CVT BSIV,Third Party,Petrol,5,"19,491",TS07,First Owner,1496,Automatic,2018,105.5,140,,Jun,2018,50,10.16,Bangalore,17.8
Honda,WR-V i-VTEC VX,Third Party,Petrol,5,"26,562",TS08,First Owner,1199,Manual,2019,88.7,110,16,Jun,2019,40,8.69,Bangalore,17.5
