Brand,Model,Insurance Validity,Fuel Type,Seats,Kms Driven (in kms),RTO,Ownership,Engine Displacement (in cc),Transmission,Year of Manufacture,Mileage (in kmpl),Max Power (in bhp),Torque (in nm),Wheel Size,Registration Month,Registration Year,Depreciation Rate (in %),Price (in lacs),City
Kia,Seltos HTX G,Third Party,Petrol,5,"47,624",KA07,First Owner,1497,Manual,2021,16.8,113.43,144,17,Jul,2021,20,15.45,Bangalore
Tata,Tiago XT,Third Party,Petrol,5,"35,544",KA03,First Owner,1199,Manual,2020,19.01,84.82,113,,Jun,2020,30,6.25,Bangalore
Ford,Freestyle Titanium Petrol BSIV,Comprehensive,Petrol,5,"36,423",KA05,First Owner,1194,Manual,2019,19,94.68,120,15,Jun,2019,40,6.7,Bangalore
Maruti,Alto K10 2010-2014 VXI,Comprehensive,Petrol,5,"80,062",KA02,Second Owner,998,Manual,2011,20.92,67.1,90,13,Jun,2011,75,2.46,Bangalore
Hyundai,Venue SX Diesel Sport,Comprehensive,Diesel,5,"27,440",KA53,First Owner,1493,Manual,2021,23.7,98.6,240.26,,Jun,2021,20,11.87,Bangalore
Skoda,Octavia 1.8 TSI AT L K,Comprehensive,Petrol,5,"23,524",KA05,First Owner,1798,Automatic,2018,15.1,178,250,16,Jun,2018,50,22.45,Bangalore
Maruti,Swift Dzire AMT ZXI Plus,Comprehensive,Petrol,5,"24,041",KA53,Second Owner,1197,Automatic,2018,21.21,81.80,113,15,Jun,2018,50,7.88,Bangalore
Tata,Tiago 1.2 Revotron XZA,Third Party,Petrol,5,"32,551",KA02,Second Owner,1199,Automatic,2018,23.84,83.83,114,14,Jun,2018,50,5.88,Bangalore
Kia,Seltos GTX Plus DCT,Third Party,Petrol,5,"30,432",KA51,First Owner,1353,Automatic,2019,16.5,138.08,242,17,Jun,2019,40,15.02,Bangalore
Honda,City i-VTEC CVT VX,Comprehensive,Petrol,5,"28,340",KA04,First Owner,1497,Automatic,2017,18,117.6,145,16,Jun,2017,60,10.99,Bangalore
Honda,City V MT Exclusive,Third Party,Petrol,5,"48,826",KA53,First Owner,1497,Manual,2012,16.8,116.3,146,15,Jun,2012,75,5.08,Bangalore
Ford,Ecosport 1.5 TDCi Trend BSIV,Comprehensive,Diesel,5,"58,000",KA05,First Owner,1498,Manual,2019,22.77,98.59,205,,Dec,2019,40,8.65,Bangalore
Fiat,Linea Emotion Pack (Diesel),Third Party,Diesel,5,"82,793",KA03,Third Owner,1248,Manual,2011,19,93,209 ,15,Jun,2011,75,2.0,Bangalore
Hyundai,Xcent 1.2 Kappa S,Comprehensive,Petrol,5,"26,083",KA03,First Owner,1197,Manual,2016,19.1,82,114,,Jun,2017,70,4.99,Bangalore
Maruti,Alto K10 LXI,Comprehensive,Petrol,5,"65,001",KA05,Fourth Owner,998,Manual,2010,20.92,67.1,90,13,Dec,2010,75,2.0,Bangalore
Maruti,Baleno 1.2 Zeta,Not Available,Petrol,5,"1,17,449",KA53,Second Owner,1197,Manual,2016,21.4,83.1,115,16,Mar,2016,70,5.0,Bangalore
Skoda,Kushaq 1.0 TSI Style 4 Airbags AT,Comprehensive,Petrol,5,"11,675",KA03,First Owner,999,Automatic,2021,17.2,113.98,178,17,Jan,2022,20,15.65,Bangalore
Skoda,Superb LK 1.8 TSI AT,Third Party,Petrol,5,"45,400",KA50,First Owner,1798,Automatic,2017,14.67,177.46,2,17,Jun,2017,60,23.75,Bangalore
Skoda,Rapid 1.6 MPI Style BSIV,Third Party insurance,Petrol,5,"38,929",KA05,First Owner,1598,Manual,2018,14.3,103.2,153,16,Oct,2018,50,9.85,Bangalore
Chevrolet,Beat Diesel LS,Third Party,Diesel,5,"29,315",KA04,Second Owner,936,Manual,2014,25.44,56.3,142.5,,Jan,2015,75,2.07,Bangalore
Hyundai,Verna 1.6 SX,Comprehensive,Diesel,5,"72,001",TN07,Second Owner,1582,Manual,2011,22.32,126.32,259.8,16,Jul,2011,75,3.5,Bangalore
Skoda,Superb LK 1.8 TSI AT,Third Party,Petrol,5,"45,400",KA50,First Owner,1798,Automatic,2017,14.67,177.46,2,17,Jun,2017,60,23.75,Bangalore
Hyundai,i20 Sportz Turbo iMT,Third Party,Petrol,5,"13,288",KA28,First Owner,998,Manual,2021,20,118.36,171.62,,Jun,2021,20,8.42,Bangalore
Maruti,Wagon R LXI CNG,Comprehensive,CNG,5,"16,545",KA04,First Owner,998,Manual,2022,34.05,55.92,82.1,,Jun,2022,15,7.0,Bangalore
Tata,Nexon XZ Plus,Comprehensive,Petrol,5,"10,248",KA03,First Owner,1199,Manual,2021,17.33,118.35,170,16,Jun,2021,20,11.18,Bangalore
Jeep,Compass 2.0 Limited Option,Comprehensive,Diesel,5,"44,750",KA03,First Owner,1956,Manual,2018,17.1,170,350,17,Jun,2018,50,16.99,Bangalore
Tata,Nexon 1.2 Revotron XMA,,Petrol,5,"21,878",KA03,First Owner,1198,Automatic,2018,17,108.5,170,,Dec,2019,50,9.6,Bangalore
Hyundai,Grand i10 Sportz,Comprehensive,Petrol,5,"76,305",KA53,First Owner,1197,Manual,2016,18.9,82,114,,Jun,2016,70,4.63,Bangalore
Toyota,Yaris G CVT,Third Party,Petrol,5,"26,594",KA42,First Owner,1496,Automatic,2021,17.8,105.94,140,R15,Jun,2021,20,11.56,Bangalore
Honda,City i-VTEC CVT VX,Comprehensive,Petrol,5,"42,223",KA03,First Owner,1497,Automatic,2018,18,117.6,145,16,Jun,2018,50,10.99,Bangalore
Maruti,Celerio ZXI AT Optional,Comprehensive,Petrol,5,"28,026",KA51,First Owner,998,Automatic,2017,23.1,67.04,90,,Jun,2017,60,5.33,Bangalore
Citroen,C3 Puretech 82 Feel,Zero Dep,Petrol,5,"3,088",KA41,First Owner,1198,Manual,2022,19.8,80.46,115,,Nov,2022,15,7.5,Bangalore
Hyundai,i20 Active 1.2 S,Comprehensive,Petrol,5,"34,288",JH01,First Owner,1197,Manual,2017,17.19,81.86,114.73,16,Mar,2017,60,5.0,Bangalore
Hyundai,EON Era,Not Available,Petrol,5,"47,461",UP85,Third Owner,814,Manual,2014,21.1,55.2,74.5,12,Feb,2015,75,1.5,Bangalore
BMW,X4 xDrive30i M Sport Silver Shadow Edition,Comprehensive,Petrol,5,"1,800",KA04,First Owner,1998,Automatic,2022,12.81,248.08,350,20,Mar,2022,15,82.0,Bangalore
Jaguar,XF 2.0 Litre Petrol,Comprehensive,Petrol,5,"36,000",KA19,First Owner,1999,Automatic,2015,10.8,237.4,340,17,Jun,2015,75,21.5,Bangalore
Hyundai,i20 1.2 Asta,Comprehensive,Petrol,5,"81,000",KA01,First Owner,1197,Manual,2011,17,80 PS at 5200 ,"11.4 kgm at 4,000 r",14,May,2011,75,4.25,Bangalore
Hyundai,Verna 1.6 SX CRDI (O) AT,Comprehensive,Diesel,5,"76,000",KA01,Third Owner,1582,Automatic,2014,22.32,126.32,259.8,16,Mar,2014,75,6.75,Bangalore
Mahindra,e2o Plus P6,Comprehensive,Electric,4,"27,000",KA05,First Owner,,Automatic,2017,110,25.4,70,,Feb,2017,60,5.45,Bangalore
Toyota,Yaris J,Third Party,Petrol,5,"16,589",KA02,First Owner,1496,Manual,2020,17.1,105.94,140,,Jun,2020,30,9.72,Bangalore
Ford,Freestyle Titanium Diesel BSIV,Third Party,Diesel,5,"24,896",KA19,First Owner,1498,Manual,2018,24.4,98.63,215,15,Jun,2018,50,7.55,Bangalore
Hyundai,i10 Magna 1.1L,Comprehensive,Petrol,5,"42,371",KA51,First Owner,1086,Manual,2016,19.81,68.05,99.04,,Jul,2016,70,4.4,Bangalore
Mahindra,XUV300 W8 Option Diesel BSIV,Zero Dep,Diesel,5,"21,848",KA41,First Owner,1497,Manual,2019,20,115,300,17,Jun,2019,40,12.99,Bangalore
Maruti,S-Presso VXI Plus 2019-2022,Comprehensive,Petrol,5,"73,830",KA04,First Owner,998,Manual,2020,21.7,65.71,89,,Jun,2020,30,4.76,Bangalore
Toyota,Innova Crysta 2.4 G MT BSIV,Comprehensive,Diesel,7,"44,514",KA03,Second Owner,2393,Manual,2017,13.68,147.8,343,16,Sept,2017,60,14.95,Bangalore
Volkswagen,Polo Diesel Trendline 1.2L,Not Available,Diesel,5,"80,062",MH02,Second Owner,1199,Manual,2012,22.07,73.9,180,14,Mar,2012,75,2.72,Bangalore
Hyundai,Santro Sportz AMT BSIV,Comprehensive,Petrol,5,"14,598",KA03,First Owner,1086,Automatic,2019,20.3,68,99,,Jun,2019,40,5.85,Bangalore
Hyundai,EON D Lite Plus,Third Party,Petrol,5,"84,503",KA51,Third Owner,814,Manual,2013,21.1,55.2,74.5,,Jul,2013,75,2.0,Bangalore
Volvo,XC60 Inscription D5 BSIV,Third Party insurance,Diesel,5,"31,273",KA09,First Owner,1969,Automatic,2018,11.2,235,480,19,Jan,2019,50,59.75,Bangalore
Honda,City V MT,Comprehensive,Petrol,5,"27,894",KA04,First Owner,1498,Manual,2022,18.6,119.35,145,15,Jan,2022,15,11.85,Bangalore
Hyundai,Venue SX Plus Turbo DCT BSIV,Comprehensive,Petrol,5,"39,376",KA05,First Owner,998,Automatic,2019,18.15,118.35,171.6,16,Jun,2019,40,10.99,Bangalore
Volkswagen,Polo GT TSI,Comprehensive,Petrol,5,"53,000",KA04,Second Owner,1197,Automatic,2015,17.21,103.6,175,15,Jul,2015,75,6.45,Bangalore
Mercedes-Benz,GLE 300d,Third Party insurance,Diesel,5,"44,403",KA52,First Owner,1950,Automatic,2020,,241.38,500,19,Mar,2020,30,74.25,Bangalore
Skoda,New Laura Ambition 2.0 TDI CR MT,Comprehensive,Diesel,5,"90,500",KA01,First Owner,1968,Manual,2012,20,108.5,250,16,Apr,2012,75,5.5,Bangalore
Hyundai,Santro Sportz AMT BSIV,Comprehensive,Petrol,5,"14,598",KA03,First Owner,1086,Automatic,2019,20.3,68,99,,Jun,2019,40,5.85,Bangalore
Hyundai,Venue SX Plus Turbo DCT BSIV,Comprehensive,Petrol,5,"15,342",KA04,Second Owner,998,Automatic,2019,18.15,118.35,171.6,16,Jun,2019,40,11.34,Bangalore
Hyundai,Grand i10 Sportz,Comprehensive,Petrol,5,"89,075",KA09,First Owner,1197,Manual,2014,18.9,82,114,,Jun,2014,75,4.05,Bangalore
Kia,Seltos HTX G,Third Party,Petrol,5,"17,139",KA51,First Owner,1497,Manual,2020,16.8,113.43,144,17,Jun,2020,30,14.39,Bangalore
Hyundai,Creta SX Opt Turbo,Zero Dep,Petrol,5,"13,375",KA05,First Owner,1353,Automatic,2020,,138.12,242,17,Jun,2020,30,18.75,Bangalore
Maruti,Swift Dzire VDI,Comprehensive,Diesel,5,"59,184",KA53,Second Owner,1248,Manual,2016,28.4,74.02,190,,Jun,2016,70,6.94,Bangalore
Toyota,Yaris G CVT,Third Party,Petrol,5,"33,125",KA42,First Owner,1496,Automatic,2021,17.8,105.94,140,R15,Jun,2021,20,11.51,Bangalore
Toyota,Glanza G,Comprehensive,Petrol,5,"39,213",KA51,Second Owner,1197,Manual,2020,21.01,81.80,113,R16,Jun,2020,30,7.4,Bangalore
Hyundai,Venue SX Plus Turbo DCT,Zero Dep,Petrol,5,"28,593",KA53,First Owner,998,Automatic,2021,18.15,118.35,172,R16,Aug,2021,20,12.85,Bangalore
Tata,Tiago 1.2 Revotron XTA,Third Party,Petrol,5,"79,547",KA41,First Owner,1199,Automatic,2017,23.84,84,114,,Jun,2017,60,4.51,Bangalore
Maruti,A-Star AT VXI,Third Party,Petrol,5,"39,563",KL58,First Owner,998,Automatic,2012,16.98,66.1,90,13,Jan,2013,75,2.0,Bangalore
Tata,Nano Lx BSIV,Comprehensive,Petrol,4,"28,156",KA05,First Owner,624,Manual,2010,26,,,12,Aug,2010,75,0.7,Bangalore
Hyundai,Tucson 2.0 Dual VTVT 2WD AT GLS,Comprehensive,Petrol,5,"29,861",KA01,First Owner,1999,Automatic,2019,12.95,152.88,192.21,18,Jun,2019,40,23.99,Bangalore
Volkswagen,Polo 1.2 MPI Comfortline,Not Available,Petrol,5,"49,168",KA05,Fifth Owner,1198,Manual,2015,16.47,74,110,,Mar,2015,75,3.75,Bangalore
Maruti,Ertiga ZXI Plus,Not Available,Petrol,7,"28,966",KA01,Second Owner,1462,Manual,2019,19.01,103.26,138,R15,Apr,2019,40,8.5,Bangalore
Volkswagen,Polo Diesel Highline 1.2L,Not Available,Diesel,5,"98,414",KA03,Third Owner,1199,Manual,2011,22.07,73.9,180,15,Aug,2011,75,2.5,Bangalore
MG,Hector Plus Sharp Diesel MT,Comprehensive,Diesel,6,"20,151",KA05,First Owner,1956,Manual,2021,16.65,167.67,350,18,Oct,2021,20,20.85,Bangalore
Maruti,Swift Dzire LDi,Not Available,Diesel,5,"1,06,128",GA09,First Owner,1248,Manual,2010,19.3,73.9,190,14,Apr,2010,75,2.0,Bangalore
Hyundai,i10 Era 1.1,Third Party,Petrol,5,"29,244",WB24,Second Owner,1086,Manual,2010,19.81,68.05,99.04,,Aug,2010,75,1.8,Bangalore
Skoda,Kodiaq 2.0 TDI Style,Comprehensive,Diesel,7,"1,17,000",KA01,First Owner,1968,Automatic,2019,16.25,148,340,18,Feb,2019,40,26.0,Bangalore
Volkswagen,Tiguan 2.0 TDI Highline,Comprehensive,Diesel,5,"46,211",KA19,First Owner,1968,Automatic,2017,16.65,141,340,18,Jun,2017,60,25.95,Bangalore
Skoda,Kushaq 1.0 TSI Active,Third Party,Petrol,5,"32,832",KA02,First Owner,999,Manual,2021,19.2,113.98,178,,Jun,2021,20,12.21,Bangalore
Hyundai,Verna 1.6 VTVT S Option,Third Party,Petrol,5,"34,982",KA03,First Owner,1591,Manual,2015,17.01,121.4,154.9,16,Jun,2015,75,6.7,Bangalore
Skoda,Slavia 1.0 TSI Style AT,Comprehensive,Petrol,5,"21,130",KA09,First Owner,999,Automatic,2022,18.07,113.98,178,16,Jun,2022,15,16.27,Bangalore
MG,Hector Super MT BSIV,Comprehensive,Petrol,5,"31,106",KA03,Second Owner,1451,Manual,2019,14.16,141,250,R17,Jun,2020,40,12.99,Bangalore
Maruti,Ignis 1.2 Zeta BSIV,Comprehensive,Petrol,5,"23,351",KA04,First Owner,1197,Manual,2018,20.89,81.80,113,15,Jun,2018,50,6.72,Bangalore
Maruti,Wagon R VXI BS IV,Comprehensive,Petrol,5,"19,540",KA20,First Owner,998,Manual,2015,20.51,67.04,90,,Jun,2015,75,4.04,Bangalore
Kia,Seltos GTX Plus,Third Party,Petrol,5,"43,748",KA51,Second Owner,1353,Manual,2020,16.5,138.08,242,17,Jun,2020,30,16.21,Bangalore
Skoda,Octavia RS245,Comprehensive,Petrol,5,"19,500",KA51,First Owner,1984,Automatic,2017,14.72,241.39,370,R18,Sept,2017,60,32.5,Bangalore
Renault,Triber RXZ EASY-R AMT,Comprehensive,Petrol,7,"20,512",KA05,First Owner,999,Automatic,2020,18.2,71.01,96,,Jun,2020,30,8.37,Bangalore
Volkswagen,Polo 1.2 MPI Comfortline,Not Available,Petrol,5,"96,343",KA09,First Owner,1198,Manual,2014,16.47,74,110,,Dec,2014,75,4.25,Bangalore
Tata,Tiago 1.2 Revotron XZ,Zero Dep,Petrol,5,"17,403",KA09,First Owner,1199,Manual,2018,23.84,84,114,14,Jan,2019,50,5.0,Bangalore
Hyundai,Creta 1.6 E Plus,Comprehensive,Petrol,5,"23,561",KA53,Second Owner,1591,Manual,2018,15.8,121.3,151,,Jun,2018,50,9.45,Bangalore
Honda,Amaze SX i VTEC,Comprehensive,Petrol,5,"17,917",KA41,First Owner,1198,Manual,2016,17.8,86.7,109,,Nov,2016,70,5.35,Bangalore
Renault,Duster 85PS Diesel RxE,Third Party,Diesel,5,"99,202",KA51,First Owner,1461,Manual,2013,20.45,83.8,200,16,Nov,2013,75,4.97,Bangalore
Audi,RS5 Coupe,Comprehensive,Petrol,4,"13,000",WB02,First Owner,4163,Automatic,2012,9,443.8,430,19,May,2012,75,33.0,Bangalore
Honda,WR-V i-VTEC VX,Zero Dep,Petrol,5,"28,383",KA52,First Owner,1199,Manual,2017,17.5,88.7,110,16,Jun,2017,60,7.99,Bangalore
Toyota,Innova 2.5 GX (Diesel) 7 Seater BS IV,Comprehensive,Diesel,7,"1,56,615",KA01,Second Owner,2494,Manual,2010,12.8,,20,15,May,2010,75,6.25,Bangalore
Honda,WR-V i-VTEC VX,Third Party,Petrol,5,"48,699",TN30,Second Owner,1199,Manual,2019,17.5,88.7,110,16,Sept,2019,40,7.0,Bangalore
Hyundai,Creta 1.6 VTVT AT SX Plus,Comprehensive,Petrol,5,"18,885",KA51,First Owner,1591,Automatic,2016,13,121.3,151,17,Jan,2017,70,11.95,Bangalore
Tata,Nexon 1.5 Revotorq XZA Plus,Comprehensive,Diesel,5,"37,272",KA05,First Owner,1497,Automatic,2018,21.5,108.5,260,16,Jun,2018,50,10.99,Bangalore
Mahindra,XUV500 W8 1.99 mHawk,Third Party,Diesel,7,"43,981",KA03,First Owner,1997,Manual,2015,16,140,320,17,Jun,2015,75,11.09,Bangalore
Maruti,Alto K10 VXI,Third Party,Petrol,5,"89,757",KA04,First Owner,998,Manual,2018,23.95,67.05,90,,Jun,2018,50,3.46,Bangalore
Maruti,Swift VXI,Comprehensive,Petrol,5,"85,438",KA04,First Owner,1197,Manual,2012,18.6,85.8,114,14,Jun,2012,75,4.35,Bangalore
Volkswagen,Polo GT TSI,Comprehensive,Petrol,5,"55,308",KA04,First Owner,1197,Automatic,2015,17.21,103.6,175,15,Jun,2015,75,7.99,Bangalore
Hyundai,Grand i10 1.2 Kappa Asta,Third Party,Petrol,5,"33,286",KA02,Second Owner,1197,Manual,2017,18.9,81.86,113.75,14,Jun,2017,60,5.27,Bangalore
Maruti,Alto 800 VXI,Third Party,Petrol,5,556,KA04,First Owner,796,Manual,2022,22.05,47.33,69,,Jun,2022,15,4.77,Bangalore
Hyundai,Grand i10 1.2 Kappa Asta,Comprehensive,Petrol,5,"41,296",KA51,First Owner,1197,Manual,2019,18.9,81.86,113.75,14,Jun,2019,40,6.34,Bangalore
Hyundai,Creta 1.6 VTVT AT SX Plus,Comprehensive,Petrol,5,"26,566",KA01,First Owner,1591,Automatic,2016,13,121.3,151,17,Jun,2016,70,11.75,Bangalore
Renault,KWID 1.0 RXT,Third Party,Petrol,5,"75,760",KA02,First Owner,999,Manual,2017,23.01,67,91,,Jun,2017,60,3.77,Bangalore
Honda,Amaze V CVT Petrol BSIV,Comprehensive,Petrol,5,"12,064",KA01,Second Owner,1199,Automatic,2019,19,88.76,110,,Apr,2019,40,8.35,Bangalore
Volkswagen,Polo 1.2 MPI Highline,Third Party insurance,Petrol,5,"87,992",KA03,First Owner,1198,Manual,2013,16.47,74,110,15,Apr,2015,75,6.45,Bangalore
Hyundai,Grand i10 Sportz,Comprehensive,Petrol,5,"50,995",KA53,Second Owner,1197,Manual,2013,18.9,82,114,,Jun,2013,75,4.25,Bangalore
Toyota,Fortuner 3.0 Diesel,Third Party insurance,Diesel,7,"1,00,000",,Fourth Owner,2982,Manual,2010,11.5,171,343 ,17,,,75,9.5,Bangalore
Toyota,Innova Crysta 2.4 ZX MT BSIV,Third Party insurance,Diesel,7,"50,000",,Second Owner,2393,Manual,2016,13.68,147.8,343,17,,,70,18.5,Bangalore
Volkswagen,Polo 1.0 TSI Comfortline,Corporate,Petrol,5,"11,000",N/A,First Owner,999,Manual,2022,,108.62,175,R15,,,15,8.0,Bangalore
Mahindra,Thar LX 4-Str Hard Top AT,Zero Dep,Petrol,4,"19,586",KA05,First Owner,1997,Automatic,2021,,150,320,18,Jun,2021,20,16.99,Bangalore
Maruti,Alto K10 VXI,Third Party insurance,Petrol,5,"60,000",,First Owner,998,Manual,2015,23.95,67.05,90,,,,75,3.3,Bangalore
Hyundai,Creta 1.6 VTVT AT SX Plus,Comprehensive,Petrol,5,"42,812",KA53,Second Owner,1591,Automatic,2018,13,121.3,151,17,May,2018,50,13.65,Bangalore
MG,Hector Plus Sharp DCT,Comprehensive,Petrol,6,"26,000",KA01,First Owner,1451,Automatic,2020,11.67,141,250,R18,Feb,2020,30,18.75,Bangalore
Mahindra,Marazzo M8 8Str,Comprehensive,Diesel,8,"43,993",KA18,First Owner,1497,Manual,2019,17.3,121,300,17,Jun,2019,40,13.85,Bangalore
Hyundai,i20 Sportz 1.2,Comprehensive,Petrol,5,"88,479",KA51,Second Owner,1197,Manual,2015,18.6,81.83,114.7,,Jun,2015,75,5.59,Bangalore
Maruti,S-Presso VXI Plus 2019-2022,Comprehensive,Petrol,5,"14,362",KA05,First Owner,998,Manual,2020,21.7,65.71,89,,Jun,2020,30,5.07,Bangalore
Hyundai,Xcent 1.2 Kappa S,Third Party,Petrol,5,"47,088",KA03,Second Owner,1197,Manual,2015,19.1,82,114,,Jun,2015,75,4.6,Bangalore
Honda,BR-V i-VTEC S MT,Third Party,Petrol,7,"51,019",KA05,First Owner,1497,Manual,2017,15.4,117.3,145,,Jun,2017,60,8.75,Bangalore
Maruti,Celerio ZXI AMT BSIV,Comprehensive,Petrol,5,"21,305",KA50,Second Owner,998,Automatic,2017,23.1,67.04,90,,Jun,2017,60,5.36,Bangalore
Maruti,S-Presso VXi Plus,Third Party,Petrol,5,"17,381",KA15,First Owner,998,Manual,2022,24.76,65.71,89,,Jun,2022,15,5.99,Bangalore
Maruti,A-Star AT VXI,Third Party,Petrol,5,"51,139",KA03,First Owner,998,Automatic,2012,16.98,66.1,90,13,Jun,2012,75,3.32,Bangalore
Hyundai,Tucson GLS 4WD Diesel AT,Comprehensive,Diesel,5,"20,000",KA01,First Owner,1995,Automatic,2021,15.38,182.37,400,R18,Feb,2021,20,29.5,Bangalore
Kia,Seltos GTX Plus,Third Party,Petrol,5,"35,304",KA04,First Owner,1353,Manual,2019,16.5,138.08,242,17,Jun,2019,40,14.55,Bangalore
Ford,Ecosport 1.5 Petrol Titanium Plus BSIV,Third Party,Petrol,5,"6,493",KA01,First Owner,1497,Manual,2020,17,121.36,150,16,Jun,2020,30,11.53,Bangalore
Kia,Seltos GTX Plus DCT,Zero Dep,Petrol,5,"10,427",KA01,First Owner,1353,Automatic,2019,16.5,138.08,242,17,Jun,2019,40,18.7,Bangalore
Nissan,Sunny XL,Third Party,Petrol,5,"44,580",KA51,Third Owner,1498,Manual,2013,16.95,97.7,134,14,Jun,2013,75,3.99,Bangalore
Kia,Seltos GTX Plus DCT,Third Party,Petrol,5,"19,414",KA04,First Owner,1353,Automatic,2019,16.5,138.08,242,17,Jun,2019,40,17.9,Bangalore
Hyundai,i20 Active SX Petrol,Comprehensive,Petrol,5,"52,000",KA53,First Owner,1197,Manual,2017,17.19,81.86,114.73,16,Feb,2017,60,7.75,Bangalore
Mahindra,Thar LX 4-Str Convert Top Diesel AT,Comprehensive,Diesel,4,"22,000",KA04,First Owner,2184,Automatic,2020,,130,300,18,Nov,2020,30,16.75,Bangalore
Mini,Cooper D,Comprehensive,Diesel,5,"39,000",KA02,Third Owner,1998,Automatic,2013,23.8,112,270,16,Jul,2013,75,16.5,Bangalore
Honda,Accord VTi-L (MT),Third Party insurance,Petrol,5,"90,000",,Third Owner,2354,Manual,2008,11.9,,,15,,,75,7.0,Bangalore
Hyundai,i10 Era,Not Available,Petrol,5,"66,890",DL8C,First Owner,1086,Manual,2010,19.81,68.05,99.04,,Sept,2010,75,1.2,Bangalore
Hyundai,Venue SX Plus Turbo DCT DT,Third Party insurance,Petrol,5,"31,000",KA05,Second Owner,998,Automatic,2019,18.15,118.35,171.6,16,Mar,2019,40,12.0,Bangalore
Mercedes-Benz,C-Class C 220 CDI Avantgarde,Comprehensive,Diesel,5,"58,500",KA41,First Owner,2143,Automatic,2013,19.27,170,400,17,Jun,2013,75,15.9,Bangalore
Mahindra,XUV500 W7 BSIV,Comprehensive,Diesel,7,"27,267",KA04,First Owner,2179,Manual,2019,15.1,152.87,360,,Aug,2019,40,14.18,Bangalore
Tata,Tiago 1.2 Revotron XZ,Not Available,Petrol,5,"50,374",KA53,First Owner,1199,Manual,2017,23.84,84,114,14,Jan,2018,60,4.8,Bangalore
Maruti,Ignis 1.2 AMT Delta BSIV,Not Available,Petrol,5,"44,448",KA05,Second Owner,1197,Automatic,2017,20.89,81.80,113,,Aug,2017,60,5.0,Bangalore
Hyundai,Creta 1.6 VTVT SX Plus,Comprehensive,Petrol,5,"30,793",KA03,First Owner,1591,Manual,2016,13,121.3,151,17,Jun,2016,70,9.99,Bangalore
Hyundai,Grand i10 Asta,Third Party,Petrol,5,"58,487",KA05,Second Owner,1197,Manual,2015,18.9,82,114,14,Jun,2015,75,4.84,Bangalore
Ford,Figo Titanium,Comprehensive,Petrol,5,"15,379",KA51,First Owner,1194,Manual,2020,18.5,94.93,119,R15,Jun,2020,30,6.52,Bangalore
Renault,KWID 1.0 RXT Optional AT 2016-2019,Comprehensive,Petrol,5,"62,364",KA01,First Owner,999,Automatic,2016,23.01,67,91,,Jun,2016,70,4.28,Bangalore
Tata,Nexon EV Prime XZ Plus,Zero Dep,Electric,5,"36,366",KA01,First Owner,0,Automatic,2021,,127,245,16,Jun,2021,20,13.49,Bangalore
Hyundai,i10 Sportz,Comprehensive,Petrol,5,"66,021",KA01,First Owner,1197,Manual,2011,20.36,78.9,111.8,13,Jun,2011,75,3.16,Bangalore
Honda,BR-V i-VTEC V CVT,Comprehensive,Petrol,7,"66,782",KA05,Second Owner,1497,Automatic,2017,15.4,117.3,145,16,Jun,2017,60,8.92,Bangalore
Maruti,Swift Dzire VDI,Third Party,Diesel,5,"56,262",KA03,Second Owner,1248,Manual,2016,28.4,74.02,190,,Jun,2016,70,6.38,Bangalore
Toyota,Innova Crysta Touring Sport 2.4 MT BSIV,Comprehensive,Diesel,7,"31,994",KA01,First Owner,2393,Manual,2017,13.68,147.8,343,16,Jun,2017,60,21.45,Bangalore
Toyota,Yaris J,Third Party,Petrol,5,"42,156",KA05,First Owner,1496,Manual,2020,17.1,105.94,140,,Jun,2020,30,9.25,Bangalore
Maruti,Wagon R VXI AMT,Third Party insurance,Petrol,5,"22,000",KA19,Second Owner,998,Automatic,2017,21.79,67.05,90,,May,2017,60,5.2,Bangalore
Ford,Figo Diesel Titanium,Third Party,Diesel,5,"82,895",KA55,First Owner,1399,Manual,2014,20,68.05,160,14,Oct,2014,75,3.5,Bangalore
Toyota,Innova Crysta 2.4 ZX AT,Comprehensive,Diesel,7,"47,000",KA04,First Owner,2393,Automatic,2020,13.68,147.51,360,17,Jul,2020,30,26.5,Bangalore
Ford,Figo 1.2P Trend MT,Comprehensive,Petrol,5,"40,000",KA05,Second Owner,1196,Manual,2017,18.16,86.8,112,,Mar,2017,60,4.75,Bangalore
Tata,Nano Lx,Third Party,Petrol,4,"68,810",KA41,Fourth Owner,624,Manual,2010,26,35 ,4.8 k,12,Jan,2011,75,0.59984,Bangalore
Hyundai,Getz GVS,Third Party insurance,Petrol,5,"1,40,000",,Second Owner,1341,Manual,2007,15.3,61,115 ,13,,,75,1.5,Bangalore
Mercedes-Benz,GLC 220d 4MATIC,Comprehensive,Diesel,5,"19,396",KA51,First Owner,1950,Automatic,2019,,194,400,19,Sept,2019,40,51.95,Bangalore
Ford,Aspire Titanium BSIV,Comprehensive,Petrol,5,"26,000",KA01,First Owner,1194,Manual,2017,19.4,94.93,120,15,Jun,2017,60,5.5,Bangalore
Hyundai,Verna VTVT 1.6 SX,Comprehensive,Petrol,5,"29,000",KA01,First Owner,1591,Manual,2018,17,121.3,151,16,Nov,2018,50,9.75,Bangalore
Mahindra,XUV500 W8 FWD,Third Party,Diesel,7,"83,213",KA04,Second Owner,2179,Manual,2012,15.1,140,330,17,Nov,2012,75,5.5,Bangalore
