Brand,Insurance Validity,Fuel Type,Seats,Kms Driven,Ownership,Engine Displacement (in cc),Transmission,Mileage (in kmpl),Max Power (in bhp),Wheel Size,Registration Month,Registration Year,Price (in lacs),City
Mercedes-Benz,Comprehensive,Diesel,5.0,74000.0,First Owner,2143.0,Automatic,15.26,203.2,18,Apr,2015.0,25.85,Mumbai
Hyundai,Not Available,Petrol,5.0,7123.0,First Owner,1497.0,Manual,,113.18,,Oct,2022.0,11.0,Ahmedabad
Mahindra,Third Party,Petrol,4.0,3624.0,First Owner,1997.0,Automatic,,150.0,18,Jun,2021.0,14.92,Ahmedabad
BMW,Comprehensive,Diesel,5.0,105023.0,First Owner,1995.0,Automatic,20.68,188.0,17,Sept,2017.0,23.5,Pune
Honda,Not Available,Petrol,5.0,64946.0,First Owner,1497.0,Manual,17.4,117.3,,Jul,2014.0,4.5,Mumbai
Volkswagen,Comprehensive,Petrol,5.0,43290.0,First Owner,1197.0,Automatic,18.19,103.2,15,Jun,2018.0,10.6,Bangalore
Mercedes-Benz,Zero Dep,Petrol,5.0,18000.0,First Owner,1991.0,Automatic,13.7,183.0,18,Jul,2019.0,29.5,Mumbai
BMW,Third Party insurance,Diesel,5.0,10700.0,First Owner,1995.0,Automatic,18.12,190.0,17,Mar,2018.0,47.5,Hyderabad
Maruti,Third Party,Petrol,5.0,64069.0,First Owner,998.0,Manual,20.51,67.04,,Dec,2015.0,3.0,Mumbai
Maruti,Third Party,Petrol,5.0,55104.0,First Owner,1196.0,Manual,15.37,73.0,,Sept,2017.0,4.0,Ahmedabad
Hyundai,Third Party,Petrol,5.0,35391.0,First Owner,1197.0,Manual,18.9,82.0,14,Jun,2017.0,5.19,Hyderabad
Volkswagen,Third Party insurance,Diesel,5.0,93000.0,Second Owner,1598.0,Manual,20.54,103.6,15,,,3.5,Hyderabad
Hyundai,Third Party,Petrol,5.0,49302.0,First Owner,1086.0,Manual,19.81,68.05,,May,2012.0,2.0,Ahmedabad
Hyundai,Comprehensive,Petrol,5.0,60000.0,Second Owner,1197.0,Manual,18.6,81.83,16,Jul,2018.0,6.5,Jaipur
Maruti,Comprehensive,Petrol,5.0,5100.0,First Owner,796.0,Manual,19.7,46.3,12,Feb,2010.0,1.2,Kolkata
Tata,Not Available,Petrol,5.0,21070.0,First Owner,1199.0,Manual,23.84,84.0,,Dec,2018.0,4.05,Jaipur
Hyundai,Third Party,Petrol,5.0,37478.0,Second Owner,1086.0,Automatic,20.3,68.0,,Jun,2019.0,5.27,Hyderabad
Honda,Third Party insurance,Petrol,5.0,34500.0,First Owner,1497.0,Manual,17.4,117.6,16,Apr,2019.0,8.0,Kolkata
Audi,Comprehensive,Diesel,5.0,38000.0,Second Owner,1968.0,Automatic,18.51,147.51,18,Jul,2018.0,24.5,Mumbai
Mercedes-Benz,Comprehensive,Petrol,5.0,15254.0,First Owner,1950.0,Automatic,11.9,201.15,17,Oct,2020.0,46.9,Hyderabad
Hyundai,Comprehensive,Petrol,5.0,11000.0,First Owner,1197.0,Manual,18.9,81.86,,Nov,2018.0,4.75,Kolkata
Jaguar,Comprehensive,Petrol,5.0,36000.0,First Owner,1999.0,Automatic,10.8,237.4,17,Jun,2015.0,21.5,Bangalore
Tata,Third Party,Diesel,5.0,69466.0,First Owner,1497.0,Automatic,21.5,108.5,16,Jun,2019.0,10.83,Bangalore
Ford,Not Available,Petrol,5.0,55909.0,Second Owner,1196.0,Manual,15.6,70.0,14,Mar,2011.0,0.9,Jaipur
Mahindra,Third Party,Diesel,7.0,67598.0,First Owner,2179.0,Manual,15.1,140.0,17,Jun,2012.0,5.71,Pune
Mahindra,Third Party,Petrol,4.0,8010.0,First Owner,1997.0,Manual,15.2,150.0,18,Jun,2021.0,14.65,Delhi
Tata,Third Party,Diesel,5.0,36792.0,Second Owner,1956.0,Manual,17.0,138.1,17,Jun,2019.0,15.74,Bangalore
Renault,Comprehensive,Diesel,5.0,153500.0,Second Owner,1461.0,Manual,19.01,108.45,16,Mar,2013.0,3.56,Jaipur
Maruti,Comprehensive,Petrol,5.0,29489.0,Second Owner,998.0,Automatic,23.95,67.1,,Jun,2018.0,3.58,Kolkata
Hyundai,Not Available,Petrol,5.0,27368.0,First Owner,1497.0,Manual,17.7,113.18,16,Feb,2022.0,10.5,Jaipur
Maruti,Third Party insurance,Diesel,5.0,80000.0,First Owner,1248.0,Manual,23.4,74.0,14,,,3.2,Agra
Maruti,Third Party,CNG,5.0,40323.0,First Owner,998.0,Manual,26.6,58.16,,Jun,2018.0,4.83,Mumbai
Renault,Third Party insurance,Diesel,5.0,85281.0,First Owner,1461.0,Manual,19.87,83.8,,Feb,2015.0,6.0,Hyderabad
Maruti,Third Party insurance,Petrol,5.0,25000.0,First Owner,1061.0,Manual,18.9,67.0,13,,,1.56,Ahmedabad
Honda,Comprehensive,Petrol,5.0,103789.0,First Owner,1497.0,Automatic,18.0,117.3,15,Dec,2014.0,5.24,Ahmedabad
Honda,Comprehensive,Petrol,5.0,28714.0,Second Owner,1199.0,Manual,18.7,88.7,15,Jun,2015.0,5.12,Delhi
Tata,Comprehensive,Petrol,5.0,24106.0,First Owner,1199.0,Manual,19.33,86.83,,Jun,2021.0,6.59,Kolkata
Honda,Comprehensive,Petrol,5.0,32078.0,First Owner,1497.0,Automatic,18.0,117.3,15,Aug,2015.0,6.49,Mumbai
Maruti,Comprehensive,Petrol,5.0,26620.0,Second Owner,796.0,Manual,22.74,47.3,,Jun,2016.0,3.13,Bangalore
Mercedes-Benz,Comprehensive,Diesel,5.0,3560.0,First Owner,1950.0,Automatic,12.6,194.0,17,Mar,2021.0,39.2,Kolkata
Mahindra,Not Available,Diesel,7.0,112111.0,First Owner,2179.0,Manual,15.1,140.0,17,Jul,2014.0,5.66,Jaipur
Volkswagen,Comprehensive,Petrol,5.0,35000.0,First Owner,1199.0,Manual,16.2,74.0,15,Jun,2016.0,5.55,Mumbai
Maruti,Comprehensive,Petrol,5.0,35758.0,Second Owner,1197.0,Manual,20.89,81.8,,Jun,2018.0,4.3,Delhi
Mercedes-Benz,Not Available,Diesel,5.0,16120.0,Second Owner,2143.0,Automatic,17.9,134.1,17,Mar,2019.0,24.5,Jaipur
Maruti,Third Party,CNG,5.0,42934.0,First Owner,998.0,Manual,33.54,67.04,,Jun,2019.0,5.54,Delhi
Tata,Third Party,Petrol,5.0,20823.0,First Owner,1199.0,Manual,19.33,86.83,16,Jun,2020.0,7.88,Delhi
Maruti,Comprehensive,Petrol,5.0,146803.0,Third Owner,1586.0,Manual,15.5,103.3,16,Nov,2009.0,1.42,Delhi
Maruti,Third Party,Petrol,5.0,93000.0,First Owner,1197.0,Manual,21.21,81.8,,Jun,2015.0,4.27,Ahmedabad
Maruti,Not Available,Diesel,5.0,69706.0,First Owner,1248.0,Manual,24.3,88.5,,May,2018.0,7.0,Delhi
Mahindra,Third Party,Diesel,7.0,77140.0,First Owner,1997.0,Manual,16.0,140.0,,Jun,2017.0,11.11,Bangalore
Hyundai,Third Party insurance,Petrol,5.0,82067.0,Second Owner,1197.0,Manual,20.36,78.9,13,Jan,2013.0,3.65,Bangalore
Maruti,Comprehensive,Petrol,5.0,92747.0,First Owner,796.0,Manual,24.7,47.3,,Jun,2018.0,2.88,Bangalore
Maruti,Third Party insurance,CNG,5.0,47000.0,First Owner,998.0,Manual,32.52,58.33,,Nov,2019.0,5.72,Pune
Renault,Comprehensive,Petrol,5.0,17000.0,First Owner,999.0,Automatic,18.24,98.63,,Nov,2021.0,9.49,Mumbai
Maruti,Third Party,Petrol,5.0,21951.0,First Owner,796.0,Manual,22.05,47.33,,Jun,2020.0,3.69,Mumbai
Maruti,Comprehensive,Petrol,5.0,10617.0,First Owner,998.0,Manual,23.1,67.04,,Sept,2016.0,4.75,Bangalore
Maruti,Comprehensive,Petrol,5.0,86457.0,First Owner,998.0,Manual,23.95,67.05,,Jun,2017.0,3.52,Hyderabad
Hyundai,Third Party,Petrol,5.0,49364.0,First Owner,1591.0,Automatic,17.0,121.3,16,Jun,2017.0,9.12,Pune
Maruti,Comprehensive,Petrol,5.0,50000.0,First Owner,1373.0,Automatic,19.12,91.1,16,Aug,2017.0,5.75,Kolkata
Maruti,Not Available,Petrol,5.0,146134.0,First Owner,796.0,Manual,19.7,46.3,12,Feb,2011.0,1.5,Jaipur
Hyundai,Third Party insurance,Petrol,5.0,140000.0,Second Owner,1341.0,Manual,15.3,61.0,13,,,1.5,Bangalore
Honda,Comprehensive,Petrol,5.0,34829.0,First Owner,1199.0,Manual,17.5,88.7,16,Jun,2020.0,7.56,Kolkata
Kia,Third Party insurance,Petrol,5.0,24000.0,First Owner,1353.0,Automatic,16.5,138.08,17,Sept,2020.0,17.99,Hyderabad
Toyota,Third Party insurance,Diesel,7.0,70000.0,First Owner,2755.0,Automatic,11.36,171.5,17,May,2019.0,21.95,Mumbai
Volkswagen,Third Party,Petrol,5.0,83062.0,First Owner,1598.0,Manual,15.04,103.2,15,Jun,2014.0,4.2,Mumbai
Maruti,Third Party,Diesel,5.0,79265.0,First Owner,1248.0,Manual,28.09,88.5,16,Jun,2017.0,7.27,Ahmedabad
Nissan,Third Party,Diesel,5.0,96824.0,Second Owner,1461.0,Manual,19.01,108.5,16,Jun,2013.0,4.01,Mumbai
Honda,Third Party,Petrol,5.0,61251.0,Second Owner,1497.0,Manual,16.8,116.4,15,Jun,2013.0,4.4,Delhi
Toyota,Comprehensive,Diesel,8.0,75000.0,Second Owner,2393.0,Manual,13.68,147.8,16,Jun,2018.0,21.95,Bangalore
Mahindra,Third Party insurance,Diesel,8.0,90000.0,Third Owner,2179.0,Manual,14.02,118.3,15,,,5.5,Pune
Maruti,Third Party,Petrol,5.0,32230.0,First Owner,796.0,Manual,24.7,47.3,,Jun,2018.0,3.0,Ahmedabad
Hyundai,Third Party,Petrol,5.0,93491.0,Second Owner,1197.0,Manual,18.9,81.86,,Jun,2017.0,3.82,Delhi
Maruti,Comprehensive,Petrol,5.0,80616.0,First Owner,1373.0,Manual,20.73,91.1,15,Jun,2014.0,5.11,Mumbai
Skoda,Third Party,Petrol,5.0,35788.0,First Owner,1598.0,Automatic,14.84,103.2,16,Jun,2017.0,8.42,Ahmedabad
Maruti,Zero Dep,Petrol,5.0,53363.0,First Owner,1196.0,Manual,16.11,72.41,,Mar,2020.0,4.7,Ahmedabad
Ford,Third Party,Diesel,5.0,12461.0,First Owner,1498.0,Manual,21.7,98.96,R16,Mar,2021.0,8.3,Kolkata
Honda,Comprehensive,Diesel,5.0,92000.0,First Owner,1498.0,Manual,27.3,98.6,,Jun,2016.0,6.5,Hyderabad
Mercedes-Benz,Comprehensive,Diesel,5.0,27000.0,First Owner,1950.0,Automatic,12.6,194.0,17,Aug,2017.0,31.5,Delhi
Maruti,Third Party,Diesel,5.0,80904.0,First Owner,1498.0,Manual,26.82,93.87,16,Jun,2018.0,7.47,Mumbai
Honda,Third Party,Petrol,5.0,30076.0,Second Owner,1198.0,Manual,19.4,86.8,,Jun,2014.0,3.5,Pune
Maruti,Third Party insurance,Petrol,5.0,25000.0,First Owner,1197.0,Manual,22.0,81.8,15,,,5.8,Ahmedabad
Maruti,Comprehensive,Petrol,5.0,21777.0,First Owner,1197.0,Manual,21.21,81.8,,Jun,2020.0,5.81,Delhi
Maruti,Comprehensive,Petrol,5.0,25920.0,First Owner,1197.0,Manual,18.6,85.8,14,May,2019.0,6.5,Mumbai
Maruti,Third Party,Diesel,7.0,108521.0,Second Owner,1248.0,Manual,20.77,88.8,15,Feb,2013.0,6.15,Mumbai
Hyundai,Third Party insurance,Petrol,5.0,40000.0,First Owner,814.0,Manual,21.1,55.2,,,,2.25,Agra
Maruti,Third Party insurance,Petrol,5.0,12345.0,,1196.0,Manual,15.37,73.0,,,,14.15,Pune
Honda,Not Available,Petrol,5.0,61199.0,Second Owner,1199.0,Manual,19.5,88.76,14,May,2019.0,6.0,Ahmedabad
Hyundai,Third Party,Petrol,5.0,39452.0,First Owner,814.0,Manual,22.0,55.0,13,Mar,2012.0,1.49,Kolkata
Jaguar,Comprehensive,Diesel,5.0,36000.0,First Owner,2179.0,Automatic,16.36,187.7,20,Oct,2014.0,18.0,Kolkata
Mahindra,Comprehensive,Diesel,7.0,26077.0,First Owner,2198.0,Automatic,,182.38,18,Mar,2022.0,24.5,Ahmedabad
Maruti,Comprehensive,Diesel,5.0,85300.0,First Owner,1248.0,Manual,25.1,88.5,R16,Nov,2016.0,6.75,Pune
Kia,Not Available,Diesel,6.0,24810.0,First Owner,1493.0,Automatic,,114.41,16,Mar,2022.0,19.5,Jaipur
Honda,Third Party,Petrol,5.0,86147.0,First Owner,1199.0,Automatic,19.0,88.7,15,Jun,2017.0,6.55,Hyderabad
Mahindra,Third Party,Petrol,6.0,26476.0,First Owner,1198.0,Manual,18.15,82.0,15,Jun,2020.0,6.53,Delhi
Kia,Comprehensive,Petrol,5.0,17000.0,First Owner,1353.0,Manual,16.5,138.08,17,Oct,2020.0,16.99,Mumbai
Maruti,Comprehensive,Petrol,5.0,58240.0,First Owner,1197.0,Manual,21.21,81.8,,Jun,2019.0,5.99,Ahmedabad
Tata,Comprehensive,Petrol,5.0,51408.0,First Owner,1199.0,Manual,19.28,84.82,,Jun,2021.0,6.44,Kolkata
BMW,Third Party insurance,Diesel,5.0,101000.0,First Owner,1995.0,Automatic,17.05,184.0,17,Aug,2011.0,10.99,Hyderabad
Maruti,Third Party,Petrol,5.0,40282.0,First Owner,998.0,Automatic,23.1,67.04,,Jun,2016.0,4.01,Delhi
Hyundai,Third Party,Diesel,5.0,97898.0,First Owner,1493.0,Manual,25.0,98.63,16,Jun,2021.0,10.76,Hyderabad
Hyundai,Third Party insurance,Petrol,5.0,59658.0,Third Owner,1197.0,Manual,18.5,80.0,14,Oct,2010.0,2.25,Mumbai
Honda,Comprehensive,Petrol,5.0,66000.0,First Owner,1198.0,Manual,19.4,86.8,14,Mar,2013.0,3.2,Pune
Honda,Third Party insurance,Petrol,5.0,46000.0,First Owner,1497.0,Manual,17.8,117.3,15,Apr,2014.0,5.24,Mumbai
Tata,Comprehensive,Petrol,5.0,21265.0,First Owner,1199.0,Manual,17.33,118.35,,Feb,2022.0,9.0,Hyderabad
Maruti,Comprehensive,Diesel,5.0,90000.0,First Owner,1248.0,Manual,23.4,74.0,14,,,3.5,Delhi
Hyundai,Third Party insurance,Petrol,5.0,40000.0,First Owner,814.0,Manual,21.1,55.2,,,,2.5,Kolkata
Mahindra,Third Party,Diesel,7.0,83363.0,First Owner,1497.0,Manual,17.3,121.0,17,Jun,2018.0,10.67,Bangalore
Audi,Comprehensive,Diesel,5.0,34085.0,First Owner,1968.0,Automatic,17.68,174.33,17,Apr,2014.0,15.25,Kolkata
Jeep,Third Party,Diesel,5.0,49607.0,First Owner,1956.0,Manual,17.1,170.0,17,Sept,2017.0,9.5,Kolkata
Maruti,Third Party insurance,Diesel,7.0,26000.0,First Owner,1498.0,Manual,24.2,93.87,,Aug,2019.0,12.85,Hyderabad
Toyota,Not Available,Diesel,7.0,200984.0,First Owner,2494.0,Manual,12.99,100.0,15,Jun,2013.0,6.29,Ahmedabad
Maruti,Third Party,Petrol,5.0,10369.0,First Owner,1197.0,Manual,21.21,81.8,,Jun,2019.0,7.04,Jaipur
Volkswagen,Comprehensive,Petrol,5.0,11585.0,First Owner,999.0,Manual,18.78,75.0,15,Jun,2019.0,6.61,Mumbai
Hyundai,Third Party,Petrol,5.0,74834.0,Second Owner,1197.0,Manual,20.36,78.9,13,Jun,2011.0,2.69,Pune
Renault,Third Party,Petrol,5.0,2350.0,First Owner,999.0,Automatic,18.24,98.63,16,Jun,2021.0,9.9,Delhi
Skoda,Comprehensive,Petrol,5.0,15488.0,First Owner,1498.0,Manual,17.95,147.51,17,Apr,2022.0,19.95,Bangalore
Mahindra,Third Party insurance,Diesel,5.0,25000.0,First Owner,1497.0,Manual,20.1,115.05,16,,,13.0,Bangalore
Maruti,Not Available,Petrol,5.0,68783.0,First Owner,1197.0,Manual,21.4,83.1,16,May,2018.0,5.5,Jaipur
Audi,Not Available,Diesel,5.0,54007.0,First Owner,1968.0,Automatic,18.25,187.74,17,Oct,2017.0,21.93,Jaipur
Renault,Comprehensive,Diesel,5.0,89000.0,First Owner,1461.0,Manual,20.45,83.8,16,Jun,2014.0,4.45,Hyderabad
Maruti,Third Party insurance,Petrol,5.0,48000.0,First Owner,1373.0,Automatic,19.12,91.1,15,Mar,2016.0,6.95,Mumbai
Maruti,Comprehensive,CNG,5.0,63152.0,First Owner,998.0,Manual,26.6,58.16,,Jun,2014.0,3.76,Pune
Maruti,Third Party insurance,Diesel,5.0,104814.0,Second Owner,1248.0,Manual,23.65,88.5,16,Mar,2016.0,6.31,Bangalore
Maruti,Third Party,Petrol,5.0,5861.0,First Owner,796.0,Manual,22.05,47.33,,Jun,2021.0,3.86,Ahmedabad
Maruti,Not Available,Petrol,5.0,101606.0,Third Owner,998.0,Manual,20.92,67.1,13,May,2012.0,1.8,Hyderabad
Maruti,Not Available,Diesel,5.0,110728.0,Second Owner,1248.0,Manual,22.9,74.0,14,Jan,2014.0,4.0,Jaipur
Hyundai,Comprehensive,Petrol,5.0,25774.0,First Owner,1086.0,Manual,20.3,68.05,,Jun,2020.0,5.5,Pune
Honda,Third Party insurance,Petrol,5.0,11000.0,First Owner,1199.0,Automatic,19.0,88.76,,Apr,2019.0,7.25,Mumbai
Maruti,Comprehensive,Petrol,5.0,55319.0,Second Owner,998.0,Manual,20.51,67.04,,Jun,2017.0,3.79,Kolkata
Hyundai,Comprehensive,Petrol,5.0,64213.0,First Owner,1086.0,Manual,19.81,68.05,,Jul,2011.0,2.3,Pune
Maruti,Comprehensive,Petrol,5.0,51392.0,First Owner,998.0,Manual,20.51,67.04,14,Jun,2013.0,3.3,Mumbai
Jaguar,Comprehensive,Diesel,5.0,29000.0,First Owner,1999.0,Automatic,19.33,177.0,20,Oct,2014.0,18.9,Delhi
Mahindra,Comprehensive,Diesel,6.0,61819.0,First Owner,2498.0,Manual,16.55,105.0,,Oct,2017.0,9.0,Bangalore
Hyundai,Third Party,Petrol,5.0,58487.0,Second Owner,1197.0,Manual,18.9,82.0,14,Jun,2015.0,4.84,Bangalore
Maruti,Comprehensive,Petrol,5.0,92885.0,First Owner,796.0,Manual,22.74,47.3,,Jun,2014.0,2.16,Kolkata
Hyundai,Third Party,Petrol,5.0,59681.0,Second Owner,814.0,Manual,21.1,55.2,,Jun,2017.0,3.29,Hyderabad
Hyundai,Third Party,Petrol,5.0,68000.0,Second Owner,1197.0,Automatic,16.95,78.9,13,Dec,2011.0,2.5,Ahmedabad
Maruti,Third Party,Petrol,5.0,48635.0,First Owner,1197.0,Automatic,21.21,81.8,,Jun,2018.0,6.85,Hyderabad
Hyundai,Third Party,Petrol,5.0,48726.0,First Owner,1086.0,Manual,19.81,68.05,,Jun,2015.0,3.36,Delhi
Honda,Comprehensive,Petrol,7.0,35000.0,Second Owner,1497.0,Manual,17.3,117.3,15,Dec,2014.0,5.75,Bangalore
Maruti,Comprehensive,Petrol,5.0,89184.0,Second Owner,998.0,Automatic,23.1,67.04,,Jun,2017.0,4.33,Hyderabad
Renault,Comprehensive,Petrol,5.0,30000.0,Second Owner,999.0,Automatic,24.04,67.0,,,,2.5,Agra
Maruti,Not Available,Petrol,5.0,16296.0,Second Owner,1197.0,Manual,21.1,85.8,14,Jan,2011.0,1.85,Kolkata
Maruti,Comprehensive,Petrol,5.0,36000.0,First Owner,1197.0,Manual,22.0,81.8,,Apr,2018.0,6.0,Mumbai
Tata,Third Party insurance,Petrol,5.0,64000.0,First Owner,1199.0,Manual,23.84,84.0,14,,,3.8,Pune
Hyundai,Third Party,Petrol,5.0,20699.0,Second Owner,1197.0,Manual,19.1,82.0,14,May,2016.0,3.6,Kolkata
Maruti,Third Party insurance,Diesel,5.0,52000.0,First Owner,1248.0,Manual,24.3,88.5,16,Oct,2019.0,9.9,Hyderabad
Hyundai,Third Party,Petrol,5.0,50164.0,First Owner,1086.0,Manual,19.81,68.05,,Jun,2012.0,3.18,Bangalore
Maruti,Third Party insurance,Petrol,5.0,75318.0,First Owner,1197.0,Manual,18.6,85.8,14,Sept,2011.0,4.02,Bangalore
Maruti,Third Party,Petrol,5.0,23048.0,First Owner,998.0,Automatic,23.1,67.04,,Jun,2017.0,5.22,Bangalore
Ford,Third Party,Petrol,5.0,30019.0,Second Owner,1596.0,Manual,15.3,,14,Dec,2010.0,1.6,Mumbai
Maruti,Third Party,Petrol,5.0,17601.0,First Owner,1197.0,Automatic,21.21,81.8,15,Jun,2020.0,8.97,Pune
Chevrolet,Third Party insurance,Diesel,5.0,95000.0,First Owner,1991.0,Manual,18.3,147.9,16,Oct,2010.0,4.65,Hyderabad
Maruti,Third Party,Petrol,5.0,6941.0,First Owner,998.0,Manual,21.7,65.71,,Jun,2020.0,4.38,Kolkata
Maruti,Comprehensive,Petrol,5.0,36295.0,First Owner,998.0,Manual,21.7,65.71,,Jun,2020.0,4.87,Bangalore
Hyundai,Third Party,Petrol,5.0,23778.0,First Owner,1497.0,Automatic,18.45,113.18,16,Jun,2021.0,14.97,Bangalore
Hyundai,Third Party insurance,Diesel,5.0,82000.0,Second Owner,1396.0,Manual,21.9,88.76,14,Oct,2012.0,3.25,Hyderabad
Mahindra,Third Party insurance,Diesel,6.0,50000.0,First Owner,1198.0,Manual,25.32,77.0,15,,,3.7,Ahmedabad
Maruti,Zero Dep,CNG,7.0,123517.0,First Owner,1462.0,Manual,26.08,91.19,,Oct,2021.0,10.5,Jaipur
Maruti,Comprehensive,CNG,5.0,53078.0,First Owner,998.0,Manual,26.2,58.2,13,Jun,2012.0,3.09,Ahmedabad
Hyundai,Comprehensive,Petrol,5.0,10000.0,Second Owner,1197.0,Manual,18.9,82.0,14,,,3.85,Kolkata
Maruti,Third Party,Petrol,5.0,48139.0,First Owner,998.0,Manual,21.63,67.0,,Jun,2018.0,4.25,Delhi
Ford,Third Party,Diesel,5.0,89505.0,Third Owner,1498.0,Manual,22.77,98.59,16,Jun,2016.0,4.83,Jaipur
Mahindra,Third Party,Diesel,4.0,21110.0,First Owner,2184.0,Automatic,,130.0,18,Jun,2022.0,13.8,Kolkata
Hyundai,Third Party,Diesel,5.0,76294.0,First Owner,1582.0,Manual,19.67,126.2,16,Jun,2016.0,6.75,Kolkata
Datsun,Third Party,Petrol,5.0,18485.0,First Owner,999.0,Manual,21.7,67.05,,Jun,2021.0,4.83,Hyderabad
Maruti,Comprehensive,Petrol,5.0,40000.0,First Owner,998.0,Manual,23.95,67.05,,Aug,2017.0,2.9,Kolkata
Hyundai,Third Party insurance,Diesel,5.0,35949.0,First Owner,1493.0,Manual,25.0,98.63,,Jun,2021.0,9.45,Jaipur
Volkswagen,Third Party insurance,Diesel,5.0,121869.0,First Owner,1498.0,Automatic,22.15,108.6,15,Oct,2017.0,5.95,Ahmedabad
Land,Comprehensive,Diesel,5.0,22298.0,First Owner,1999.0,Automatic,15.68,177.0,18,Apr,2018.0,38.99,Kolkata
Honda,Third Party insurance,Petrol,7.0,12500.0,First Owner,1497.0,Manual,17.3,117.3,15,Nov,2014.0,3.5,Kolkata
Maruti,Third Party,CNG,5.0,20858.0,First Owner,998.0,Manual,35.6,55.92,,Jun,2022.0,7.07,Jaipur
Hyundai,Third Party insurance,Petrol,5.0,44000.0,First Owner,1591.0,Automatic,13.0,121.3,17,Sept,2018.0,12.65,Delhi
Hyundai,Not Available,Diesel,5.0,43834.0,First Owner,1582.0,Automatic,17.6,126.2,17,Jul,2018.0,12.5,Ahmedabad
Maruti,Comprehensive,Petrol,5.0,74132.0,First Owner,1197.0,Manual,20.4,81.8,,Jun,2017.0,5.06,Ahmedabad
Hyundai,Comprehensive,Petrol,5.0,32545.0,Second Owner,1197.0,Manual,18.9,81.86,,Jun,2017.0,5.14,Bangalore
Hyundai,Third Party insurance,Petrol,5.0,110000.0,First Owner,1197.0,Manual,18.6,81.83,,,,4.0,Kolkata
Maruti,Comprehensive,Petrol,5.0,40371.0,First Owner,998.0,Manual,20.51,67.04,,Jun,2014.0,2.91,Kolkata
Honda,Zero Dep,Diesel,5.0,54000.0,First Owner,1498.0,Manual,25.8,98.6,,May,2015.0,4.75,Ahmedabad
Hyundai,Third Party,Petrol,5.0,97604.0,First Owner,1197.0,Manual,18.9,81.86,,Jun,2017.0,4.54,Ahmedabad
Hyundai,Comprehensive,Petrol,5.0,9500.0,First Owner,1497.0,Automatic,18.45,113.18,16,Jul,2021.0,13.21,Mumbai
Tata,Third Party,Petrol,5.0,25661.0,Second Owner,1198.0,Automatic,17.0,108.5,16,Jun,2019.0,11.0,Bangalore
Hyundai,Third Party insurance,Diesel,5.0,90000.0,First Owner,1396.0,Manual,22.54,88.76,15,Jan,2019.0,8.0,Hyderabad
Maruti,Third Party,Petrol,5.0,69678.0,First Owner,1197.0,Manual,21.21,81.8,,Jun,2017.0,5.22,Ahmedabad
Maruti,Not Available,Petrol,5.0,35223.0,First Owner,796.0,Manual,22.74,47.3,,Apr,2014.0,2.5,Hyderabad
Hyundai,Comprehensive,Petrol,5.0,43002.0,First Owner,1591.0,Automatic,17.01,121.3,16,Feb,2016.0,6.75,Ahmedabad
Toyota,Third Party,Petrol,5.0,66296.0,Second Owner,1798.0,Manual,14.53,138.1,15,Jun,2011.0,4.0,Delhi
Chevrolet,Available,Diesel,7.0,120000.0,Second Owner,1991.0,Automatic,12.5,147.9,17,,,3.2,Ahmedabad
Skoda,Third Party,Petrol,5.0,6626.0,First Owner,999.0,Manual,19.47,113.98,16,Jun,2022.0,16.93,Bangalore
Toyota,Comprehensive,Diesel,7.0,145000.0,Second Owner,2982.0,Automatic,12.55,168.5,17,Aug,2014.0,14.25,Mumbai
Toyota,Zero Dep,Diesel,7.0,22451.0,First Owner,2393.0,Manual,13.68,147.8,16,Dec,2018.0,21.0,Hyderabad
Toyota,Third Party insurance,Diesel,8.0,120000.0,Second Owner,2494.0,Manual,11.4,100.6,15,,,5.25,Agra
Skoda,Not Available,Petrol,5.0,93136.0,First Owner,999.0,Manual,18.97,108.62,R16,Aug,2020.0,7.5,Jaipur
Hyundai,Comprehensive,Petrol,5.0,20630.0,First Owner,1086.0,Manual,20.3,68.0,,Aug,2019.0,4.98,Kolkata
Toyota,Comprehensive,Diesel,7.0,136000.0,Second Owner,2393.0,Automatic,13.68,147.51,16,Mar,2017.0,16.5,Ahmedabad
Chevrolet,Third Party,Diesel,5.0,29315.0,Second Owner,936.0,Manual,25.44,56.3,,Jan,2015.0,2.07,Bangalore
Maruti,Comprehensive,Petrol,5.0,3892.0,First Owner,1462.0,Manual,17.03,103.26,R16,Sept,2021.0,9.3,Mumbai
Tata,Comprehensive,Diesel,5.0,78000.0,First Owner,1956.0,Manual,16.35,167.67,17,Aug,2019.0,14.0,Jaipur
Hyundai,Not Available,Petrol,5.0,30200.0,First Owner,1197.0,Automatic,20.7,81.86,14,Nov,2019.0,6.5,Jaipur
Hyundai,Third Party insurance,Diesel,5.0,81000.0,First Owner,1396.0,Manual,22.1,88.7,,Mar,2018.0,9.15,Delhi
Maruti,Third Party,CNG,5.0,47404.0,First Owner,998.0,Manual,26.2,58.2,13,Jun,2013.0,3.0,Mumbai
Mahindra,Third Party insurance,Diesel,7.0,63000.0,First Owner,2523.0,Manual,15.96,62.1,,Feb,2020.0,8.4,Hyderabad
Renault,Third Party insurance,Petrol,5.0,80000.0,First Owner,799.0,Manual,25.17,53.3,,,,2.5,Ahmedabad
Hyundai,Not Available,Petrol,5.0,89566.0,Second Owner,1086.0,Manual,17.92,62.1,13,Jul,2009.0,1.2,Jaipur
